Label,Area,Perim.,Circ.,AR,Round,Solidity
L1_LC4.bmp,24.122,53.756,0.105,1.057,0.946,0.778
L1_LC4.bmp,24.122,53.756,0.105,1.057,0.946,0.778
L1_LC5.bmp,15.05,34.293,0.161,1.151,0.869,0.815
L1_LC5.bmp,3.40E-04,0.052,1,1,1,1
L1_LC7.bmp,9.564,32.295,0.115,1.675,0.597,0.842
L1_LC7.bmp,9.564,32.295,0.115,1.675,0.597,0.842
L1_LD1.bmp,19.749,37.71,0.175,1.261,0.793,0.797
L1_LD1.bmp,18.942,48.411,0.102,1.262,0.792,0.773
L1_LD10.bmp,0.007,0.452,0.419,3.871,0.258,0.69
L1_LD10.bmp,0.001,0.13,1,2.031,0.492,0.8
L1_LD12.bmp,10.808,25.795,0.204,1.47,0.68,0.897
L1_LD12.bmp,3.40E-04,0.052,1,1,1,1
L1_LD13.bmp,3.40E-04,0.052,1,1,1,1
L1_LD13.bmp,11.637,36.085,0.112,1.69,0.592,0.858
L1_LD18.bmp,16.736,46.415,0.098,1.283,0.78,0.824
L1_LD18.bmp,16.736,46.415,0.098,1.283,0.78,0.824
L1_LD3.bmp,14.976,39.414,0.121,1.381,0.724,0.803
L1_LD3.bmp,3.40E-04,0.052,1,1,1,1
L1_LD4.bmp,6.127,26.947,0.106,2.06,0.485,0.842
L1_LD4.bmp,6.127,26.947,0.106,2.06,0.485,0.842
L1_LD7.bmp,3.40E-04,0.052,1,1,1,1
L1_LD7.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L1_LD9.bmp,17.074,33.915,0.187,1.135,0.881,0.875
L1_LD9.bmp,17.074,33.915,0.187,1.135,0.881,0.875
L1_LE1.bmp,3.40E-04,0.052,1,1,1,1
L1_LE1.bmp,0.001,0.13,1,1.468,0.681,0.8
L1_LE11.bmp,27.571,46.563,0.16,1.088,0.919,0.779
L1_LE11.bmp,27.571,46.563,0.16,1.088,0.919,0.779
L1_LE13.bmp,0.001,0.141,0.857,1.468,0.681,0.8
L1_LE13.bmp,8.949,35.559,0.089,1.36,0.735,0.754
L1_LE14.bmp,12.552,40.672,0.095,1.849,0.541,0.819
L1_LE14.bmp,13.273,31.444,0.169,1.828,0.547,0.853
L1_LE15.bmp,6.261,25.128,0.125,2.106,0.475,0.755
L1_LE15.bmp,5.679,25.132,0.113,1.925,0.519,0.817
L1_LE18.bmp,3.40E-04,0.052,1,1,1,1
L1_LE18.bmp,0.002,0.156,0.873,1.496,0.668,0.714
L1_LE3.bmp,7.172,29.287,0.105,2.23,0.448,0.831
L1_LE3.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L1_LE7.bmp,14.129,35.454,0.141,1.65,0.606,0.756
L1_LE7.bmp,13.123,39.451,0.106,1.698,0.589,0.77
L1_LE8.bmp,6.80E-04,0.089,1,2,0.5,1
L1_LE8.bmp,3.40E-04,0.052,1,1,1,1
L1_LF1.bmp,0.945,10.583,0.106,2.145,0.466,0.674
L1_LF1.bmp,0.945,10.583,0.106,2.145,0.466,0.674
L1_LF10.bmp,7.122,21.993,0.185,2.146,0.466,0.862
L1_LF10.bmp,7.122,21.993,0.185,2.146,0.466,0.862
L1_LF11.bmp,3.40E-04,0.052,1,1,1,1
L1_LF11.bmp,3.40E-04,0.052,1,1,1,1
L1_LF17.bmp,7.444,22.81,0.18,1.214,0.824,0.783
L1_LF17.bmp,7.444,22.8,0.18,1.214,0.824,0.783
L1_LF18.bmp,9.005,22.118,0.231,1.778,0.562,0.904
L1_LF18.bmp,9.005,22.118,0.231,1.778,0.562,0.904
L1_LF5.bmp,11.705,30.974,0.153,1.403,0.713,0.739
L1_LF5.bmp,0.02,1.235,0.168,14.08,0.071,0.759
L1_LF6.bmp,6.80E-04,0.089,1,2,0.5,1
L1_LF6.bmp,10.114,26.341,0.183,1.862,0.537,0.901
L1_LF8.bmp,7.434,23.732,0.166,2.162,0.463,0.898
L1_LF8.bmp,3.40E-04,0.052,1,1,1,1
L1_LG11.bmp,4.317,21.47,0.118,1.813,0.552,0.843
L1_LG11.bmp,4.759,16.831,0.211,1.859,0.538,0.896
L1_LG12.bmp,7.027,22.729,0.171,1.986,0.504,0.9
L1_LG12.bmp,7.027,22.729,0.171,1.986,0.504,0.9
L1_LG15.bmp,9.689,23.528,0.22,1.501,0.666,0.891
L1_LG15.bmp,9.154,28.003,0.147,1.521,0.658,0.863
L1_LG18.bmp,10.25,33.861,0.112,1.468,0.681,0.844
L1_LG18.bmp,6.80E-04,0.104,0.785,2.646,0.378,0.667
L1_LG2.bmp,9.901,23.491,0.225,1.307,0.765,0.857
L1_LG2.bmp,9.424,31.718,0.118,1.309,0.764,0.833
L1_LG3.bmp,6.648,22.849,0.16,2.304,0.434,0.896
L1_LG3.bmp,3.40E-04,0.052,1,1,1,1
L1_LG8.bmp,15.34,41.731,0.111,1.077,0.928,0.779
L1_LG8.bmp,16.228,34.458,0.172,1.075,0.93,0.795
L1_LH1.bmp,0.004,0.335,0.42,2.6,0.385,0.579
L1_LH1.bmp,9.213,32.582,0.109,1.518,0.659,0.798
L1_LH14.bmp,3.40E-04,0.052,1,1,1,1
L1_LH14.bmp,13.018,40.855,0.098,1.101,0.908,0.803
L1_LH17.bmp,4.503,24.74,0.092,2.63,0.38,0.786
L1_LH17.bmp,4.876,18.825,0.173,2.666,0.375,0.829
L1_LH3.bmp,7.919,30.667,0.106,1.117,0.895,0.788
L1_LH3.bmp,7.919,30.667,0.106,1.117,0.895,0.788
L1_LH6.bmp,0.001,0.183,0.513,1.15,0.87,0.571
L1_LH6.bmp,10.263,26.072,0.19,1.676,0.597,0.867
L1_LH9.bmp,6.38,27.012,0.11,1.804,0.554,0.826
L1_LH9.bmp,6.38,27.012,0.11,1.804,0.554,0.826
L1_LI13.bmp,3.40E-04,0.052,1,1,1,1
L1_LI13.bmp,12.575,38.129,0.109,1.379,0.725,0.803
L1_LI14.bmp,8.992,21.936,0.235,1.626,0.615,0.896
L1_LI14.bmp,8.992,21.936,0.235,1.626,0.615,0.896
L1_LI16.bmp,0.002,0.193,0.686,2.519,0.397,0.706
L1_LI16.bmp,7.707,29.445,0.112,1.285,0.778,0.831
L1_LI18.bmp,7.422,30.377,0.101,1.478,0.677,0.76
L1_LI18.bmp,8.017,24.268,0.171,1.462,0.684,0.787
L1_LI19.bmp,3.40E-04,0.052,1,1,1,1
L1_LI19.bmp,0.001,0.13,1,2.031,0.492,0.8
L1_LI5.bmp,6.80E-04,0.089,1,2,0.5,1
L1_LI5.bmp,6.229,22.039,0.161,1.963,0.509,0.874
L1_LJ1.bmp,12.791,30.931,0.168,1.216,0.822,0.795
L1_LJ1.bmp,3.40E-04,0.052,1,1,1,1
L1_LJ10.bmp,12.855,36.812,0.119,1.47,0.68,0.855
L1_LJ10.bmp,13.508,28.783,0.205,1.462,0.684,0.878
L1_LJ12a.bmp,3.40E-04,0.052,1,1,1,1
L1_LJ12a.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L1_LJ12b.bmp,7.767,27.201,0.132,1.585,0.631,0.874
L1_LJ12b.bmp,0.001,0.126,0.809,3,0.333,1
L1_LJ14.bmp,3.40E-04,0.052,1,1,1,1
L1_LJ14.bmp,3.40E-04,0.052,1,1,1,1
L1_LJ15.bmp,12.86,39.163,0.105,1.268,0.789,0.755
L1_LJ15.bmp,13.651,34.403,0.145,1.262,0.792,0.787
L1_LJ18.bmp,8.264,20.041,0.259,1.767,0.566,0.9
L1_LJ18.bmp,7.782,24.64,0.161,1.823,0.548,0.871
L1_LJ5.bmp,6.80E-04,0.078,1,2,0.5,1
L1_LJ5.bmp,765.236,110.608,0.786,1,1,1
L1_LJ7.bmp,9.12,34.441,0.097,1.327,0.753,0.781
L1_LJ7.bmp,9.717,26.645,0.172,1.319,0.758,0.821
L1_LJ9.bmp,9.519,31.544,0.12,1.657,0.604,0.849
L1_LJ9.bmp,10.088,26.062,0.187,1.642,0.609,0.875
L1_LK15.bmp,7.792,28.744,0.119,1.848,0.541,0.847
L1_LK15.bmp,8.303,22.788,0.201,1.831,0.546,0.892
L1_LK17.bmp,3.722,18.713,0.134,1.664,0.601,0.841
L1_LK17.bmp,6.80E-04,0.089,1,2,0.5,1
L1_LK18.bmp,14.343,41.797,0.103,1.349,0.741,0.771
L1_LK18.bmp,14.343,41.797,0.103,1.349,0.741,0.771
L1_LK2.bmp,3.40E-04,0.052,1,1,1,1
L1_LK2.bmp,0.003,0.246,0.567,1.776,0.563,0.667
L1_LK3.bmp,5.651,21.478,0.154,1.711,0.584,0.844
L1_LK3.bmp,6.053,19.367,0.203,1.702,0.588,0.869
L1_LK4.bmp,5.716,26.187,0.105,1.532,0.653,0.735
L1_LK4.bmp,6.242,25.068,0.125,1.513,0.661,0.775
L1_LK5.bmp,17.207,47.781,0.095,1.313,0.762,0.731
L1_LK5.bmp,17.956,40.428,0.138,1.301,0.769,0.753
L1_LK9.bmp,0.001,0.126,0.809,3,0.333,1
L1_LK9.bmp,0.001,0.104,1,1.464,0.683,0.857
L1_RA10.bmp,20.988,47.969,0.115,1.1,0.909,0.785
L1_RA10.bmp,20.988,47.969,0.115,1.1,0.909,0.785
L1_RA11.bmp,17.224,32.35,0.207,1.49,0.671,0.81
L1_RA11.bmp,17.224,32.35,0.207,1.49,0.671,0.81
L1_RA12.bmp,9.563,25.446,0.186,1.52,0.658,0.844
L1_RA12.bmp,8.992,30.572,0.121,1.549,0.646,0.831
L1_RA13.bmp,6.728,27.854,0.109,1.752,0.571,0.778
L1_RA13.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L1_RA14.bmp,6.80E-04,0.089,1,2,0.5,1
L1_RA14.bmp,6.80E-04,0.078,1,2,0.5,1
L1_RA17.bmp,0.001,0.126,0.809,3,0.333,1
L1_RA17.bmp,16.375,32.477,0.195,1.345,0.744,0.851
L1_RA3.bmp,0.004,0.387,0.371,1.56,0.641,0.619
L1_RA3.bmp,3.40E-04,0.052,1,1,1,1
L1_RA5.bmp,17.726,37.486,0.159,1.444,0.693,0.78
L1_RA5.bmp,16.912,47.186,0.095,1.461,0.684,0.773
L1_ra6.bmp,8.132,28.802,0.123,1.764,0.567,0.874
L1_ra6.bmp,8.132,28.802,0.123,1.764,0.567,0.874
L1_RA8.bmp,10.831,31.657,0.136,1.462,0.684,0.86
L1_RA8.bmp,11.343,26.11,0.209,1.476,0.678,0.89
L1_RB10.bmp,12.78,35.669,0.126,1.832,0.546,0.88
L1_RB10.bmp,13.388,28.002,0.215,1.846,0.542,0.908
L1_RB11.bmp,5.688,21.499,0.155,1.924,0.52,0.871
L1_RB11.bmp,5.688,21.51,0.154,1.924,0.52,0.871
L1_RB12.bmp,765.236,110.608,0.786,1,1,1
L1_RB12.bmp,765.236,110.608,0.786,1,1,1
L1_RB14.bmp,10.917,25.916,0.204,1.358,0.737,0.862
L1_RB14.bmp,10.917,25.916,0.204,1.358,0.737,0.862
L1_RB15.bmp,13.277,32.592,0.157,1.556,0.643,0.897
L1_RB15.bmp,6.80E-04,0.089,1,2,0.5,1
L1_RB16.bmp,11.968,27.164,0.204,1.471,0.68,0.9
L1_RB16.bmp,11.968,27.164,0.204,1.471,0.68,0.9
L1_RB18.bmp,0.003,0.282,0.482,2.476,0.404,0.667
L1_RB18.bmp,3.40E-04,0.052,1,1,1,1
L1_RB2.bmp,7.606,26.992,0.131,1.522,0.657,0.853
L1_RB2.bmp,7.606,26.992,0.131,1.522,0.657,0.853
L1_RB3.bmp,3.40E-04,0.052,1,1,1,1
L1_RB3.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L1_RB5.bmp,0.003,0.347,0.319,9,0.111,1
L1_RB5.bmp,15.274,34.639,0.16,1.735,0.576,0.789
L1_RC1.bmp,3.40E-04,0.052,1,1,1,1
L1_RC1.bmp,0.001,0.104,1,1.464,0.683,0.857
L1_RC10.bmp,3.40E-04,0.052,1,1,1,1
L1_RC10.bmp,13.136,28.687,0.201,1.55,0.645,0.888
L1_RC11.bmp,3.40E-04,0.052,1,1,1,1
L1_RC11.bmp,765.236,110.608,0.786,1,1,1
L1_RC13.bmp,0.001,0.104,1,1.464,0.683,0.857
L1_RC13.bmp,0.002,0.156,0.873,2.308,0.433,0.769
L1_RC16.bmp,16.855,32.161,0.205,1.499,0.667,0.891
L1_RC16.bmp,6.80E-04,0.078,1,2,0.5,1
L1_RC3.bmp,17.732,33.265,0.201,2.221,0.45,0.917
L1_RC3.bmp,17.732,33.265,0.201,2.221,0.45,0.917
L1_RC6.bmp,19.087,49.189,0.099,1.27,0.788,0.75
L1_RC6.bmp,19.889,38.273,0.171,1.26,0.794,0.773
L1_RC8.bmp,24.67,45.906,0.147,1.157,0.864,0.819
L1_RC8.bmp,3.40E-04,0.052,1,1,1,1
L1_RC9.bmp,26.441,49.334,0.137,1.28,0.781,0.758
L1_RC9.bmp,26.441,49.334,0.137,1.28,0.781,0.758
L1_RD11.bmp,6.80E-04,0.089,1,2,0.5,1
L1_RD11.bmp,20.479,48.754,0.108,1.318,0.759,0.804
L1_RD14.bmp,0.005,0.417,0.368,2.722,0.367,0.588
L1_RD14.bmp,0.005,0.417,0.368,2.722,0.367,0.588
L1_RD15.bmp,11.073,37.836,0.097,1.444,0.692,0.767
L1_RD15.bmp,11.686,30.533,0.158,1.43,0.699,0.795
L1_RD16.bmp,3.40E-04,0.052,1,1,1,1
L1_RD16.bmp,15.464,32.943,0.179,1.216,0.823,0.812
L1_RD17.bmp,15.563,46.24,0.091,1.394,0.717,0.746
L1_RD17.bmp,6.80E-04,0.104,0.785,2.646,0.378,0.667
L1_RD2.bmp,0.005,0.605,0.187,16,0.062,1
L1_RD2.bmp,0.005,0.605,0.187,16,0.062,1
L1_RD5.bmp,23.399,53.748,0.102,1.154,0.867,0.8
L1_RD5.bmp,24.38,45.832,0.146,1.155,0.866,0.821
L1_RD6.bmp,6.80E-04,0.089,1,2,0.5,1
L1_RD6.bmp,15.635,41.135,0.116,1.508,0.663,0.828
L1_RD8.bmp,9.11,30.236,0.125,1.457,0.686,0.859
L1_RD8.bmp,9.633,23.275,0.223,1.448,0.691,0.895
L1_RE12.bmp,6.685,27.268,0.113,1.993,0.502,0.849
L1_RE12.bmp,0.002,0.215,0.647,2.423,0.413,0.824
L1_RE16.bmp,14.232,31.09,0.185,1.693,0.591,0.842
L1_RE16.bmp,13.516,41.416,0.099,1.741,0.575,0.819
L1_RE17.bmp,20.357,57.584,0.077,1.83,0.546,0.715
L1_RE17.bmp,20.357,57.584,0.077,1.83,0.546,0.715
L1_RE2.bmp,0.004,0.387,0.371,1.56,0.641,0.619
L1_RE2.bmp,9.81,33.945,0.107,2.21,0.452,0.865
L1_RE4.bmp,24.986,66.389,0.071,1.257,0.796,0.692
L1_RE4.bmp,26.083,49.658,0.133,1.257,0.796,0.713
L1_RE5.bmp,14.336,32.195,0.174,1.685,0.593,0.842
L1_RE5.bmp,14.336,32.195,0.174,1.685,0.593,0.842
L1_RE6.bmp,0.001,0.104,1,1.464,0.683,0.857
L1_RE6.bmp,23.319,62.271,0.076,1.131,0.884,0.72
L1_RE9.bmp,13.197,46.918,0.075,1.155,0.866,0.728
L1_RE9.bmp,13.197,46.918,0.075,1.155,0.866,0.728
L1_RF12.bmp,7.617,22.501,0.189,2.064,0.484,0.854
L1_RF12.bmp,0.001,0.126,0.809,3,0.333,1
L1_RF13.bmp,0.003,0.347,0.319,9,0.111,1
L1_RF13.bmp,3.40E-04,0.052,1,1,1,1
L1_RF14.bmp,8.228,22.459,0.205,1.786,0.56,0.877
L1_RF14.bmp,7.727,29.328,0.113,1.8,0.556,0.84
L1_RF15.bmp,5.455,22.902,0.131,1.538,0.65,0.835
L1_RF15.bmp,5.924,18.779,0.211,1.549,0.646,0.88
L1_RF16.bmp,12.497,30.074,0.174,1.273,0.785,0.831
L1_RF16.bmp,12.497,30.074,0.174,1.273,0.785,0.831
L1_RF2.bmp,9.803,33.78,0.108,1.673,0.598,0.694
L1_RF2.bmp,9.803,33.769,0.108,1.673,0.598,0.694
L1_RF4.bmp,5.467,27.509,0.091,1.651,0.606,0.754
L1_RF4.bmp,5.939,21.766,0.158,1.577,0.634,0.791
L1_RF7.bmp,3.40E-04,0.052,1,1,1,1
L1_RF7.bmp,6.80E-04,0.078,1,2,0.5,1
L1_RF9.bmp,7.527,28.475,0.117,1.223,0.818,0.786
L1_RF9.bmp,3.40E-04,0.052,1,1,1,1
L1_RG1.bmp,10.881,38.576,0.092,1.732,0.578,0.737
L1_RG1.bmp,12.777,40.319,0.099,1.669,0.599,0.768
L1_RG10.bmp,3.40E-04,0.052,1,1,1,1
L1_RG10.bmp,3.40E-04,0.052,1,1,1,1
L1_RG13.bmp,15.25,45.546,0.092,1.2,0.834,0.739
L1_RG13.bmp,16.054,37.334,0.145,1.203,0.831,0.766
L1_RG14.bmp,5.554,25.217,0.11,2.121,0.471,0.803
L1_RG14.bmp,5.554,25.217,0.11,2.121,0.471,0.803
L1_RG16.bmp,6.917,19.677,0.224,1.024,0.976,0.899
L1_RG16.bmp,0.003,0.31,0.355,8,0.125,1
L1_RG17.bmp,9.409,40.486,0.072,1.216,0.822,0.673
L1_RG17.bmp,9.409,40.486,0.072,1.216,0.822,0.673
L1_RG4.bmp,9.7,25.67,0.185,1.669,0.599,0.863
L1_RG4.bmp,9.132,30.415,0.124,1.69,0.592,0.836
L1_RG7.bmp,13.242,35.31,0.133,1.362,0.734,0.807
L1_RG7.bmp,13.242,35.31,0.133,1.362,0.734,0.807
L1_RG9.bmp,12.729,29.515,0.184,1.279,0.782,0.773
L1_RG9.bmp,3.40E-04,0.052,1,1,1,1
L1_RH10.bmp,0.001,0.126,0.809,3,0.333,1
L1_RH10.bmp,3.40E-04,0.052,1,1,1,1
L1_RH11.bmp,0.002,0.193,0.686,1.792,0.558,0.667
L1_RH11.bmp,3.40E-04,0.052,1,1,1,1
L1_RH12.bmp,10.612,36.495,0.1,1.624,0.616,0.768
L1_RH12.bmp,10.612,36.495,0.1,1.624,0.616,0.768
L1_RH13.bmp,3.40E-04,0.052,1,1,1,1
L1_RH13.bmp,6.049,22.608,0.149,1.644,0.608,0.85
L1_RH15.bmp,7.782,20.031,0.244,1.306,0.766,0.893
L1_RH15.bmp,7.388,26.401,0.133,1.302,0.768,0.861
L1_RH16.bmp,13.935,33.304,0.158,1.257,0.796,0.805
L1_RH16.bmp,0.003,0.347,0.319,9,0.111,1
L1_RH18.bmp,6.076,29.91,0.085,2.112,0.473,0.787
L1_RH18.bmp,6.076,29.91,0.085,2.112,0.473,0.787
L1_RH2.bmp,14.493,44.912,0.09,1.37,0.73,0.767
L1_RH2.bmp,16.761,46.998,0.095,1.351,0.74,0.797
L1_RH4.bmp,3.40E-04,0.052,1,1,1,1
L1_RH4.bmp,3.40E-04,0.052,1,1,1,1
L1_RH5.bmp,12.756,30.892,0.168,1.8,0.556,0.737
L1_RH5.bmp,12.17,31.897,0.15,1.82,0.549,0.725
L1_RH7.bmp,0.001,0.126,0.809,3,0.333,1
L1_RH7.bmp,7.745,28.001,0.124,1.952,0.512,0.893
L1_RH8.bmp,7.8,28.478,0.121,1.652,0.605,0.878
L1_RH8.bmp,8.281,22.204,0.211,1.646,0.608,0.906
L1_RI1.bmp,5.793,22.506,0.144,2.047,0.489,0.885
L1_RI1.bmp,6.181,18.793,0.22,2.021,0.495,0.92
L1_RI10.bmp,3.40E-04,0.052,1,1,1,1
L1_RI10.bmp,5.412,19.755,0.174,2.235,0.447,0.834
L1_RI11.bmp,7.887,29.364,0.115,1.703,0.587,0.845
L1_RI11.bmp,8.378,22.105,0.215,1.687,0.593,0.884
L1_RI12.bmp,6.80E-04,0.089,1,2,0.5,1
L1_RI12.bmp,8.16,33.831,0.09,1.52,0.658,0.714
L1_RI15.bmp,3.40E-04,0.052,1,1,1,1
L1_RI15.bmp,11.647,39.996,0.091,1.568,0.638,0.722
L1_RI17.bmp,7.768,26.024,0.144,1.465,0.683,0.801
L1_RI17.bmp,7.307,31.898,0.09,1.479,0.676,0.766
L1_RI2.bmp,10.345,25.788,0.195,1.432,0.698,0.825
L1_RI2.bmp,10.345,25.788,0.195,1.432,0.698,0.825
L1_RI3.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L1_RI3.bmp,11.817,39.986,0.093,1.392,0.718,0.752
L1_RI7.bmp,11.532,31.315,0.148,1.769,0.565,0.739
L1_RI7.bmp,765.236,110.608,0.786,1,1,1
L1_RJ10.bmp,6.672,25.122,0.133,1.743,0.574,0.865
L1_RJ10.bmp,7.155,21.427,0.196,1.708,0.585,0.896
L1_RJ13.bmp,6.80E-04,0.089,1,2,0.5,1
L1_RJ13.bmp,3.40E-04,0.052,1,1,1,1
L1_RJ3.bmp,3.40E-04,0.052,1,1,1,1
L1_RJ3.bmp,9.933,31.542,0.125,1.167,0.857,0.816
L1_RJ4.bmp,3.40E-04,0.052,1,1,1,1
L1_RJ4.bmp,11.909,33.474,0.134,1.671,0.598,0.881
L1_RJ6.bmp,13.868,36.6,0.13,1.248,0.802,0.843
L1_RJ6.bmp,13.868,36.611,0.13,1.248,0.802,0.843
L1_RJ8.bmp,7.515,25.876,0.141,1.456,0.687,0.863
L1_RJ8.bmp,7.934,20.073,0.247,1.476,0.678,0.881
L1_RK1.bmp,13.124,33.296,0.149,1.681,0.595,0.79
L1_RK1.bmp,13.716,32.698,0.161,1.663,0.601,0.794
L1_RK10.bmp,0.002,0.23,0.564,3.039,0.329,0.7
L1_RK10.bmp,3.40E-04,0.052,1,1,1,1
L1_RK11.bmp,0.006,0.491,0.319,2.766,0.362,0.61
L1_RK11.bmp,0.002,0.156,0.873,2.308,0.433,0.769
L1_RK12.bmp,11.584,37.454,0.104,1.623,0.616,0.814
L1_RK12.bmp,11.584,37.464,0.104,1.623,0.616,0.814
L1_RK13.bmp,10.731,31.5,0.136,1.253,0.798,0.871
L1_RK13.bmp,0.007,0.634,0.223,5.863,0.171,0.433
L1_RK14.bmp,12.61,28.698,0.192,1.226,0.816,0.817
L1_RK14.bmp,3.40E-04,0.052,1,1,1,1
L1_RK16.bmp,10.268,24.21,0.22,1.375,0.727,0.887
L1_RK16.bmp,0.001,0.104,1,1.464,0.683,0.857
L1_RK18.bmp,9.773,26.246,0.178,1.213,0.824,0.864
L1_RK18.bmp,9.773,26.246,0.178,1.213,0.824,0.864
L1_RK6.bmp,0.003,0.31,0.355,8,0.125,1
L1_RK6.bmp,8.001,24.04,0.174,1.829,0.547,0.891
L1_RK7.bmp,3.40E-04,0.052,1,1,1,1
L1_RK7.bmp,6.531,22.632,0.16,1.579,0.633,0.87
L2_EA1.bmp,3.40E-04,0.052,1,1,1,1
L2_EA1.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EA10.bmp,19.891,35.802,0.195,1.193,0.838,0.817
L2_EA10.bmp,19.125,47.921,0.105,1.197,0.835,0.801
L2_EA11.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EA11.bmp,16.394,37.843,0.144,1.67,0.599,0.766
L2_EA12.bmp,6.80E-04,0.078,1,2,0.5,1
L2_EA12.bmp,17.696,50.398,0.088,1.275,0.784,0.836
L2_EA13.bmp,18.311,34.306,0.196,1.159,0.863,0.866
L2_EA13.bmp,18.311,34.306,0.196,1.159,0.863,0.866
L2_EA14.bmp,19.601,44.263,0.126,1.241,0.806,0.876
L2_EA14.bmp,0.012,1.198,0.104,19.13,0.052,0.538
L2_EA15.bmp,20.58,44.381,0.131,1.208,0.828,0.813
L2_EA15.bmp,19.542,52.792,0.088,1.232,0.811,0.805
L2_EA17.bmp,14.421,37.342,0.13,1.385,0.722,0.875
L2_EA17.bmp,3.40E-04,0.052,1,1,1,1
L2_EA18.bmp,3.40E-04,0.052,1,1,1,1
L2_EA18.bmp,17.547,31.323,0.225,1.046,0.956,0.892
L2_EA2.bmp,23.914,50.507,0.118,1.318,0.759,0.841
L2_EA2.bmp,23.914,50.507,0.118,1.318,0.759,0.841
L2_EA3.bmp,20.83,39.269,0.17,1.414,0.707,0.828
L2_EA3.bmp,19.918,47.852,0.109,1.432,0.698,0.811
L2_EA4.bmp,22.279,59.845,0.078,1.231,0.812,0.781
L2_EA4.bmp,23.345,48.912,0.123,1.227,0.815,0.798
L2_EA5.bmp,27.957,48.705,0.148,1.371,0.729,0.834
L2_EA5.bmp,26.863,62.28,0.087,1.378,0.726,0.821
L2_EA7.bmp,19.441,31.403,0.248,1.527,0.655,0.899
L2_EA7.bmp,18.752,39.368,0.152,1.532,0.653,0.881
L2_EA8.bmp,21.572,37.459,0.193,1.248,0.801,0.852
L2_EA8.bmp,20.773,50.875,0.101,1.252,0.799,0.835
L2_EA9.bmp,15.099,42.037,0.107,1.273,0.786,0.814
L2_EA9.bmp,15.843,34.669,0.166,1.269,0.788,0.837
L2_EB1.bmp,0.001,0.126,0.809,3,0.333,1
L2_EB1.bmp,0.001,0.141,0.857,2,0.5,0.8
L2_EB10.bmp,18.602,35.792,0.182,1.233,0.811,0.882
L2_EB10.bmp,17.757,44.547,0.112,1.242,0.805,0.871
L2_EB11.bmp,25.501,44.102,0.165,1.422,0.703,0.854
L2_EB11.bmp,24.466,56.35,0.097,1.427,0.701,0.837
L2_EB12.bmp,0.002,0.183,0.769,2.778,0.36,0.706
L2_EB12.bmp,28.504,41.09,0.212,1.576,0.635,0.881
L2_EB13.bmp,13.968,36.688,0.13,1.475,0.678,0.807
L2_EB13.bmp,13.968,36.688,0.13,1.475,0.678,0.807
L2_EB14.bmp,41.36,76.509,0.089,1.227,0.815,0.806
L2_EB14.bmp,42.743,60.461,0.147,1.22,0.82,0.817
L2_EB15.bmp,28.117,53.815,0.122,1.378,0.726,0.876
L2_EB15.bmp,28.993,43.479,0.193,1.379,0.725,0.893
L2_EB16.bmp,13.139,25.25,0.259,1.33,0.752,0.953
L2_EB16.bmp,13.139,25.25,0.259,1.33,0.752,0.953
L2_EB17.bmp,3.40E-04,0.052,1,1,1,1
L2_EB17.bmp,0.003,0.31,0.355,8,0.125,1
L2_EB19.bmp,0.002,0.183,0.769,2.023,0.494,0.706
L2_EB19.bmp,3.40E-04,0.052,1,1,1,1
L2_EB2.bmp,18.5,42.875,0.126,1.374,0.728,0.9
L2_EB2.bmp,3.40E-04,0.052,1,1,1,1
L2_EB3.bmp,14.869,32.248,0.18,1.371,0.729,0.825
L2_EB3.bmp,14.123,42.622,0.098,1.389,0.72,0.808
L2_EB4.bmp,24.199,41.869,0.173,1.486,0.673,0.816
L2_EB4.bmp,23.265,55.15,0.096,1.487,0.672,0.808
L2_EB5.bmp,13.433,33.876,0.147,1.442,0.693,0.88
L2_EB5.bmp,14.014,29.076,0.208,1.426,0.701,0.904
L2_EB6.bmp,13.713,30.512,0.185,1.988,0.503,0.868
L2_EB6.bmp,3.40E-04,0.052,1,1,1,1
L2_EB7.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_EB7.bmp,0.004,0.35,0.419,2.71,0.369,0.649
L2_EB8.bmp,22.757,42.799,0.156,1.306,0.766,0.93
L2_EB8.bmp,22.757,42.799,0.156,1.306,0.766,0.93
L2_EB9.bmp,3.40E-04,0.052,1,1,1,1
L2_EB9.bmp,3.40E-04,0.052,1,1,1,1
L2_EC1.bmp,22.617,50.723,0.11,1.415,0.707,0.875
L2_EC1.bmp,23.599,39.072,0.194,1.412,0.708,0.886
L2_EC10.bmp,3.40E-04,0.052,1,1,1,1
L2_EC10.bmp,31.968,55.401,0.131,1.04,0.962,0.802
L2_EC11.bmp,0.004,0.387,0.371,1.56,0.641,0.619
L2_EC11.bmp,25.566,61.397,0.085,1.637,0.611,0.808
L2_EC12.bmp,8.59,29.738,0.122,1.604,0.623,0.82
L2_EC12.bmp,6.80E-04,0.089,1,2,0.5,1
