Label,Area,Perim.,Circ.,AR,Round,Solidity
L2_EC13.bmp,26.131,44.617,0.165,1.485,0.673,0.851
L2_EC13.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EC14.bmp,30.07,45.696,0.181,1.242,0.805,0.87
L2_EC14.bmp,3.40E-04,0.052,1,1,1,1
L2_EC15.bmp,26.245,53.007,0.117,1.35,0.741,0.877
L2_EC15.bmp,0.002,0.167,0.764,2.61,0.383,0.769
L2_EC16.bmp,23.106,33.782,0.254,1.301,0.769,0.92
L2_EC16.bmp,22.443,42.794,0.154,1.304,0.767,0.906
L2_EC17.bmp,0.002,0.272,0.348,1.267,0.789,0.5
L2_EC17.bmp,19.828,53.019,0.089,1.528,0.654,0.822
L2_EC18.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_EC18.bmp,19.318,55.958,0.078,1.158,0.864,0.704
L2_EC2.bmp,17.747,41.456,0.13,1.575,0.635,0.846
L2_EC2.bmp,18.413,33.483,0.206,1.569,0.637,0.871
L2_EC3.bmp,0.017,0.953,0.231,12.273,0.081,0.99
L2_EC3.bmp,0.017,0.953,0.231,12.273,0.081,0.99
L2_EC4.bmp,3.40E-04,0.052,1,1,1,1
L2_EC4.bmp,22.79,40.974,0.171,1.365,0.732,0.833
L2_EC5.bmp,0.001,0.163,0.645,4,0.25,1
L2_EC5.bmp,18.143,44.109,0.117,1.319,0.758,0.855
L2_EC6.bmp,0.002,0.219,0.621,1.913,0.523,0.737
L2_EC6.bmp,3.40E-04,0.052,1,1,1,1
L2_EC7.bmp,26.602,54.868,0.111,1.315,0.761,0.878
L2_EC7.bmp,0.001,0.141,0.857,2,0.5,0.8
L2_EC8.bmp,0.002,0.183,0.769,2.023,0.494,0.706
L2_EC8.bmp,3.40E-04,0.052,1,1,1,1
L2_EC9.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L2_EC9.bmp,6.80E-04,0.089,1,2,0.5,1
L2_ED1.bmp,23.829,48.612,0.127,1.658,0.603,0.895
L2_ED1.bmp,24.714,36.855,0.229,1.636,0.611,0.913
L2_ED10.bmp,6.80E-04,0.089,1,2,0.5,1
L2_ED10.bmp,0.002,0.178,0.674,1.727,0.579,0.714
L2_ED11.bmp,6.80E-04,0.089,1,2,0.5,1
L2_ED11.bmp,22.11,49.027,0.116,1.9,0.526,0.865
L2_ED12.bmp,26.549,44.781,0.166,1.546,0.647,0.836
L2_ED12.bmp,26.549,44.781,0.166,1.546,0.647,0.836
L2_ED13.bmp,19.193,55.221,0.079,1.379,0.725,0.768
L2_ED13.bmp,19.193,55.221,0.079,1.379,0.725,0.768
L2_ED14.bmp,19.986,47.184,0.113,1.254,0.798,0.8
L2_ED14.bmp,20.763,38.071,0.18,1.24,0.807,0.812
L2_ED15.bmp,0.002,0.209,0.687,2.069,0.483,0.7
L2_ED15.bmp,18.983,43.731,0.125,1.453,0.688,0.869
L2_ED16.bmp,26.872,60.823,0.091,1.479,0.676,0.815
L2_ED16.bmp,28.179,53.107,0.126,1.456,0.687,0.818
L2_ED17.bmp,0.002,0.23,0.564,2.391,0.418,0.636
L2_ED17.bmp,3.40E-04,0.052,1,1,1,1
L2_ED18.bmp,3.40E-04,0.052,1,1,1,1
L2_ED18.bmp,0.002,0.156,0.873,1.496,0.668,0.714
L2_ED2.bmp,26.423,50.362,0.131,1.355,0.738,0.806
L2_ED2.bmp,25.341,56.604,0.099,1.363,0.734,0.804
L2_ED3.bmp,15.816,42.51,0.11,1.523,0.656,0.817
L2_ED3.bmp,6.80E-04,0.078,1,2,0.5,1
L2_ED5.bmp,6.80E-04,0.104,0.785,2.646,0.378,0.667
L2_ED5.bmp,30.139,49.754,0.153,1.371,0.729,0.817
L2_ED6.bmp,21.835,60.161,0.076,1.312,0.762,0.765
L2_ED6.bmp,21.835,60.15,0.076,1.312,0.762,0.765
L2_ED7.bmp,21.748,51.294,0.104,1.074,0.931,0.812
L2_ED7.bmp,21.748,51.294,0.104,1.074,0.931,0.812
L2_ED8.bmp,19.092,34.938,0.197,1.796,0.557,0.913
L2_ED8.bmp,0.003,0.347,0.319,9,0.111,1
L2_ED9.bmp,16.879,47.087,0.096,1.469,0.681,0.73
L2_ED9.bmp,16.879,47.087,0.096,1.469,0.681,0.73
L2_EE1.bmp,3.40E-04,0.052,1,1,1,1
L2_EE1.bmp,0.003,0.282,0.482,1.902,0.526,0.643
L2_EE10.bmp,20.895,35.619,0.207,1.291,0.775,0.89
L2_EE10.bmp,20.183,41.743,0.146,1.289,0.776,0.878
L2_EE11.bmp,28.545,58.753,0.104,1.209,0.827,0.813
L2_EE11.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L2_EE12.bmp,20.696,40.214,0.161,1.636,0.611,0.904
L2_EE12.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_EE13.bmp,3.40E-04,0.052,1,1,1,1
L2_EE13.bmp,26.291,37.666,0.233,1.524,0.656,0.903
L2_EE14.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EE14.bmp,3.40E-04,0.052,1,1,1,1
L2_EE15.bmp,23.224,57.126,0.089,1.143,0.875,0.786
L2_EE15.bmp,24.395,47.63,0.135,1.14,0.878,0.798
L2_EE16.bmp,3.40E-04,0.052,1,1,1,1
L2_EE16.bmp,17.646,48.406,0.095,1.407,0.711,0.757
L2_EE17.bmp,26.96,47.025,0.153,1.196,0.836,0.855
L2_EE17.bmp,0.001,0.126,0.809,3,0.333,1
L2_EE18.bmp,17.682,40.841,0.133,1.573,0.636,0.766
L2_EE18.bmp,3.40E-04,0.052,1,1,1,1
L2_EE2.bmp,0.002,0.156,0.873,1.496,0.668,0.714
L2_EE2.bmp,18.586,39.183,0.152,1.397,0.716,0.903
L2_EE3.bmp,17.06,47.353,0.096,1.351,0.74,0.808
L2_EE3.bmp,18.028,40.614,0.137,1.357,0.737,0.819
L2_EE4.bmp,18.183,39.139,0.149,1.331,0.751,0.779
L2_EE4.bmp,18.183,39.139,0.149,1.331,0.751,0.779
L2_EE5.bmp,0.006,0.642,0.176,17,0.059,1
L2_EE5.bmp,0.006,0.642,0.176,17,0.059,1
L2_EE6.bmp,18.387,46.413,0.107,1.466,0.682,0.83
L2_EE6.bmp,3.40E-04,0.052,1,1,1,1
L2_EE7.bmp,0.001,0.126,0.809,3,0.333,1
L2_EE7.bmp,3.40E-04,0.052,1,1,1,1
L2_EE8.bmp,3.40E-04,0.052,1,1,1,1
L2_EE8.bmp,3.40E-04,0.052,1,1,1,1
L2_EE9.bmp,0.002,0.156,0.873,1.882,0.531,0.714
L2_EE9.bmp,16.312,33.975,0.178,1.378,0.726,0.805
L2_EF1.bmp,14.743,25.619,0.282,1.269,0.788,0.945
L2_EF1.bmp,14.743,25.619,0.282,1.269,0.788,0.945
L2_EF10.bmp,0.002,0.178,0.674,2.61,0.383,0.769
L2_EF10.bmp,19.618,32.024,0.24,1.362,0.734,0.917
L2_EF11.bmp,13.657,35.371,0.137,1.347,0.742,0.879
L2_EF11.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_EF12.bmp,19.475,41.337,0.143,1.348,0.742,0.925
L2_EF12.bmp,19.475,41.337,0.143,1.348,0.742,0.925
L2_EF13.bmp,20.747,33.208,0.236,1.266,0.79,0.932
L2_EF13.bmp,20.054,40.852,0.151,1.273,0.785,0.915
L2_EF14.bmp,0.002,0.193,0.686,1.809,0.553,0.667
L2_EF14.bmp,20.442,43.506,0.136,1.312,0.762,0.883
L2_EF15.bmp,14.251,28.671,0.218,1.423,0.703,0.928
L2_EF15.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_EF16.bmp,15.34,30.895,0.202,1.351,0.74,0.891
L2_EF16.bmp,6.80E-04,0.078,1,2,0.5,1
L2_EF18.bmp,14.663,41.051,0.109,1.52,0.658,0.823
L2_EF18.bmp,14.663,41.04,0.109,1.52,0.658,0.823
L2_EF2.bmp,11.595,29.8,0.164,1.304,0.767,0.834
L2_EF2.bmp,10.967,37.281,0.099,1.321,0.757,0.817
L2_EF3.bmp,0.001,0.126,0.809,3,0.333,1
L2_EF3.bmp,13.13,29.265,0.193,1.392,0.718,0.9
L2_EF4.bmp,6.80E-04,0.104,0.785,2.646,0.378,0.667
L2_EF4.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EF5.bmp,14.956,31.063,0.195,1.319,0.758,0.842
L2_EF5.bmp,14.316,41.148,0.106,1.33,0.752,0.819
L2_EF6.bmp,21.911,41.862,0.157,1.447,0.691,0.849
L2_EF6.bmp,20.994,53.678,0.092,1.47,0.68,0.836
L2_EF7.bmp,21.506,32.747,0.252,1.349,0.741,0.917
L2_EF7.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L2_EF8.bmp,20.466,38.727,0.171,1.432,0.698,0.875
L2_EF8.bmp,19.563,50.286,0.097,1.45,0.69,0.855
L2_EF9.bmp,16.217,45.013,0.101,1.391,0.719,0.813
L2_EF9.bmp,16.217,45.013,0.101,1.391,0.719,0.813
L2_EG1.bmp,12.21,33.621,0.136,1.277,0.783,0.882
L2_EG1.bmp,12.21,33.621,0.136,1.277,0.783,0.882
L2_EG11.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EG11.bmp,17.8,31.02,0.232,1.35,0.741,0.901
L2_EG12.bmp,17.942,38.052,0.156,1.298,0.771,0.83
L2_EG12.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L2_EG14.bmp,12.216,28.845,0.184,1.219,0.821,0.866
L2_EG14.bmp,11.655,37.735,0.103,1.227,0.815,0.844
L2_EG15.bmp,20.216,46.522,0.117,1.263,0.792,0.871
L2_EG15.bmp,3.40E-04,0.052,1,1,1,1
L2_EG16.bmp,20.701,43.533,0.137,1.363,0.734,0.92
L2_EG16.bmp,21.44,34.613,0.225,1.373,0.728,0.943
L2_EG17.bmp,18.033,41.708,0.13,1.364,0.733,0.867
L2_EG17.bmp,18.033,41.708,0.13,1.364,0.733,0.867
L2_EG18.bmp,3.40E-04,0.052,1,1,1,1
L2_EG18.bmp,13.747,24.674,0.284,1.368,0.731,0.948
L2_EG2.bmp,16.409,28.319,0.257,1.212,0.825,0.938
L2_EG2.bmp,16.409,28.319,0.257,1.212,0.825,0.938
L2_EG3.bmp,0.006,0.363,0.553,4.318,0.232,0.971
L2_EG3.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_EG4.bmp,15.923,36.762,0.148,1.229,0.814,0.885
L2_EG4.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_EG5.bmp,16.702,33.019,0.193,1.205,0.83,0.888
L2_EG5.bmp,15.877,37.702,0.14,1.217,0.822,0.878
L2_EG7.bmp,14.007,26.254,0.255,1.177,0.85,0.935
L2_EG7.bmp,3.40E-04,0.052,1,1,1,1
L2_EG8.bmp,18.208,33.951,0.199,1.637,0.611,0.917
L2_EG8.bmp,18.208,33.951,0.199,1.637,0.611,0.917
L2_EG9.bmp,0.003,0.282,0.482,1.902,0.526,0.643
L2_EG9.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_EH1.bmp,18.937,37.116,0.173,1.321,0.757,0.848
L2_EH1.bmp,18.085,47.227,0.102,1.342,0.745,0.836
L2_EH10.bmp,3.40E-04,0.052,1,1,1,1
L2_EH10.bmp,18.724,34.385,0.199,1.401,0.714,0.897
L2_EH12.bmp,15.343,43.263,0.103,1.633,0.612,0.835
L2_EH12.bmp,0.002,0.183,0.769,1.162,0.861,0.75
L2_EH13.bmp,3.40E-04,0.052,1,1,1,1
L2_EH13.bmp,21.161,38.223,0.182,1.344,0.744,0.878
L2_EH14.bmp,18.026,41.765,0.13,1.425,0.702,0.891
L2_EH14.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_EH15.bmp,19.187,42.323,0.135,1.376,0.727,0.906
L2_EH15.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EH16.bmp,17.56,33.177,0.2,1.305,0.766,0.895
L2_EH16.bmp,16.786,40.02,0.132,1.312,0.762,0.876
L2_EH17.bmp,17.419,37.803,0.153,1.404,0.712,0.827
L2_EH17.bmp,16.471,41.407,0.121,1.435,0.697,0.819
L2_EH18.bmp,15.514,38.195,0.134,1.468,0.681,0.889
L2_EH18.bmp,0.003,0.272,0.521,1.114,0.898,0.692
L2_EH2.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EH2.bmp,3.40E-04,0.052,1,1,1,1
L2_EH3.bmp,10.248,28.487,0.159,1.152,0.868,0.909
L2_EH3.bmp,0.001,0.126,0.809,3,0.333,1
L2_EH4.bmp,21.249,31.06,0.277,1.223,0.817,0.94
L2_EH4.bmp,21.249,31.06,0.277,1.223,0.817,0.94
L2_EH7.bmp,3.40E-04,0.052,1,1,1,1
L2_EH7.bmp,12.856,26.355,0.233,1.473,0.679,0.924
L2_EH8.bmp,10.809,28.211,0.171,1.709,0.585,0.856
L2_EH8.bmp,3.40E-04,0.052,1,1,1,1
L2_EH9.bmp,21.807,39.674,0.174,1.637,0.611,0.874
L2_EH9.bmp,21.807,39.674,0.174,1.637,0.611,0.874
L2_EI10.bmp,17.699,39.952,0.139,1.434,0.697,0.881
L2_EI10.bmp,18.528,31.904,0.229,1.43,0.699,0.907
L2_EI11.bmp,0.003,0.347,0.319,9,0.111,1
L2_EI11.bmp,0.002,0.193,0.686,2.153,0.464,0.667
L2_EI12.bmp,16.763,46.502,0.097,1.319,0.758,0.839
L2_EI12.bmp,0.002,0.167,0.764,2.61,0.383,0.769
L2_EI13.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_EI13.bmp,3.40E-04,0.052,1,1,1,1
L2_EI14.bmp,17.398,30.382,0.237,1.24,0.807,0.921
L2_EI14.bmp,16.708,38.042,0.145,1.242,0.805,0.9
L2_EI15.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L2_EI15.bmp,15.12,32.468,0.18,1.367,0.731,0.867
L2_EI16.bmp,14.477,39.426,0.117,1.457,0.686,0.848
L2_EI16.bmp,14.477,39.426,0.117,1.457,0.686,0.848
L2_EI17.bmp,3.40E-04,0.052,1,1,1,1
L2_EI17.bmp,18,38.794,0.15,1.183,0.845,0.792
L2_EI18.bmp,3.40E-04,0.052,1,1,1,1
L2_EI18.bmp,0.002,0.193,0.686,1.792,0.558,0.667
L2_EI2.bmp,11.786,32.939,0.137,1.324,0.755,0.895
L2_EI2.bmp,3.40E-04,0.052,1,1,1,1
L2_EI3.bmp,3.40E-04,0.052,1,1,1,1
L2_EI3.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EI4.bmp,18.703,44.267,0.12,1.374,0.728,0.899
L2_EI4.bmp,0.002,0.156,0.873,2.308,0.433,0.769
L2_EI5.bmp,10.748,33.066,0.124,1.415,0.707,0.81
L2_EI5.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_EI6.bmp,19.834,51.134,0.095,1.467,0.682,0.837
L2_EI6.bmp,19.834,51.134,0.095,1.467,0.682,0.837
L2_EI7.bmp,5.809,21.697,0.155,1.395,0.717,0.868
L2_EI7.bmp,0.007,0.617,0.236,3.892,0.257,0.583
L2_EI8.bmp,21.726,35.416,0.218,1.369,0.73,0.915
L2_EI8.bmp,20.899,48.376,0.112,1.377,0.726,0.897
L2_EI9.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EI9.bmp,14.191,26.154,0.261,1.318,0.759,0.923
L2_EJ1.bmp,13.732,29.065,0.204,1.553,0.644,0.895
L2_EJ1.bmp,13.008,37.267,0.118,1.568,0.638,0.867
L2_EJ10.bmp,3.40E-04,0.052,1,1,1,1
L2_EJ10.bmp,16.691,38.609,0.141,1.4,0.714,0.863
L2_EJ11.bmp,18.435,46.207,0.109,1.344,0.744,0.785
L2_EJ11.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EJ12.bmp,31.362,49.877,0.158,1.766,0.566,0.859
L2_EJ12.bmp,30.295,62.129,0.099,1.774,0.564,0.848
L2_EJ13.bmp,0.004,0.387,0.371,1.56,0.641,0.619
L2_EJ13.bmp,3.40E-04,0.052,1,1,1,1
L2_EJ14.bmp,21.767,38.693,0.183,1.209,0.827,0.897
L2_EJ14.bmp,21.767,38.693,0.183,1.209,0.827,0.897
L2_EJ15.bmp,16.424,44.956,0.102,1.299,0.77,0.831
L2_EJ15.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EJ16.bmp,3.40E-04,0.052,1,1,1,1
L2_EJ16.bmp,9.285,29.762,0.132,1.112,0.899,0.862
L2_EJ17.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EJ17.bmp,19.178,30.869,0.253,1.148,0.871,0.93
L2_EJ18.bmp,16.005,30.923,0.21,1.366,0.732,0.886
L2_EJ18.bmp,15.363,37.448,0.138,1.37,0.73,0.869
L2_EJ2.bmp,12.895,27.227,0.219,1.757,0.569,0.898
L2_EJ2.bmp,3.40E-04,0.052,1,1,1,1
L2_EJ3.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EJ3.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_EJ4.bmp,15.547,39.666,0.124,1.369,0.731,0.864
L2_EJ4.bmp,3.40E-04,0.052,1,1,1,1
L2_EJ6.bmp,13.755,33.66,0.153,1.393,0.718,0.906
L2_EJ6.bmp,13.755,33.66,0.153,1.393,0.718,0.906
L2_EJ7.bmp,14.711,31.225,0.19,1.361,0.735,0.872
L2_EJ7.bmp,14.711,31.225,0.19,1.361,0.735,0.872
L2_EJ8.bmp,18.145,32.662,0.214,1.331,0.751,0.914
L2_EJ8.bmp,17.35,41.816,0.125,1.336,0.749,0.902
L2_EJ9.bmp,3.40E-04,0.052,1,1,1,1
L2_EJ9.bmp,12.311,34.221,0.132,1.056,0.947,0.84
L2_EK1.bmp,17.56,46.432,0.102,1.42,0.704,0.849
L2_EK1.bmp,18.447,35.181,0.187,1.413,0.707,0.869
L2_EK10.bmp,3.40E-04,0.052,1,1,1,1
L2_EK10.bmp,3.40E-04,0.052,1,1,1,1
L2_EK11.bmp,17.198,42.458,0.12,1.586,0.63,0.867
L2_EK11.bmp,17.198,42.468,0.12,1.586,0.63,0.867
L2_EK12.bmp,3.40E-04,0.052,1,1,1,1
L2_EK12.bmp,17.194,29.848,0.243,1.286,0.778,0.914
L2_EK13.bmp,21.925,49.322,0.113,1.52,0.658,0.866
L2_EK13.bmp,0.002,0.193,0.686,2.763,0.362,0.667
L2_EK14.bmp,0.001,0.178,0.539,3.093,0.323,0.667
L2_EK14.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EK15.bmp,3.40E-04,0.052,1,1,1,1
L2_EK15.bmp,16.088,35.81,0.158,1.522,0.657,0.797
L2_EK16.bmp,16.359,48.089,0.089,1.438,0.695,0.824
L2_EK16.bmp,0.002,0.156,1,1.291,0.775,0.8
L2_EK17.bmp,10.638,33.341,0.12,1.464,0.683,0.84
L2_EK17.bmp,11.266,26.489,0.202,1.446,0.692,0.866
L2_EK18.bmp,15.978,30.306,0.219,1.521,0.657,0.865
L2_EK18.bmp,3.40E-04,0.052,1,1,1,1
L2_EK2.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EK2.bmp,0.043,1.934,0.143,1.441,0.694,0.625
L2_EK3.bmp,17.557,29.096,0.261,1.384,0.723,0.927
L2_EK3.bmp,17.557,29.096,0.261,1.384,0.723,0.927
L2_EK4.bmp,11.682,36.038,0.113,1.424,0.702,0.884
L2_EK4.bmp,12.299,27.635,0.202,1.408,0.71,0.905
L2_EK5.bmp,0.004,0.387,0.371,1.56,0.641,0.619
L2_EK5.bmp,17.232,37.15,0.157,1.379,0.725,0.91
L2_EK6.bmp,6.80E-04,0.089,1,2,0.5,1
L2_EK6.bmp,14.743,35.525,0.147,1.302,0.768,0.885
L2_EK7.bmp,15.44,31.551,0.195,1.455,0.687,0.89
L2_EK7.bmp,14.742,38.342,0.126,1.449,0.69,0.863
L2_EK9.bmp,18.049,38.825,0.15,1.25,0.8,0.92
L2_EK9.bmp,18.049,38.825,0.15,1.25,0.8,0.92
L2_LA1.bmp,0.002,0.156,0.873,2.188,0.457,0.714
L2_LA1.bmp,8.646,21.529,0.234,1.905,0.525,0.891
L2_LA15.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_LA15.bmp,6.80E-04,0.078,1,2,0.5,1
L2_LA16.bmp,16.115,34.266,0.172,1.415,0.707,0.847
L2_LA16.bmp,16.115,34.266,0.172,1.415,0.707,0.847
L2_LA18.bmp,14.233,40.831,0.107,1.52,0.658,0.828
L2_LA18.bmp,3.40E-04,0.052,1,1,1,1
L2_LA2.bmp,15.715,33.162,0.18,1.633,0.613,0.841
L2_LA2.bmp,15.715,33.162,0.18,1.633,0.613,0.841
L2_LA4.bmp,18.232,52.853,0.082,1.219,0.82,0.743
L2_LA4.bmp,3.40E-04,0.052,1,1,1,1
L2_LA9.bmp,16.22,46.255,0.095,1.491,0.671,0.792
L2_LA9.bmp,16.22,46.255,0.095,1.491,0.671,0.792
L2_LB1.bmp,14.576,38.817,0.122,1.564,0.64,0.84
L2_LB1.bmp,15.212,30.151,0.21,1.54,0.649,0.869
L2_LB13.bmp,9.722,25.719,0.185,1.802,0.555,0.842
L2_LB13.bmp,9.722,25.719,0.185,1.802,0.555,0.842
L2_LB19.bmp,16.927,45.374,0.103,1.61,0.621,0.823
L2_LB19.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L2_LB4.bmp,13.006,34.024,0.141,1.662,0.602,0.805
L2_LB4.bmp,12.281,39.247,0.1,1.668,0.6,0.781
L2_LB6.bmp,765.236,110.608,0.786,1,1,1
L2_LB6.bmp,765.236,110.608,0.786,1,1,1
L2_LB7.bmp,18.139,45.874,0.108,1.384,0.722,0.801
L2_LB7.bmp,18.139,45.874,0.108,1.384,0.722,0.801
L2_LB8.bmp,0.002,0.156,0.873,1.496,0.668,0.714
L2_LB8.bmp,6.80E-04,0.089,1,2,0.5,1
L2_LB9.bmp,9.937,23.735,0.222,1.82,0.549,0.893
L2_LB9.bmp,6.80E-04,0.089,1,2,0.5,1
L2_LC12.bmp,3.40E-04,0.052,1,1,1,1
L2_LC12.bmp,6.80E-04,0.078,1,2,0.5,1
L2_LC14.bmp,13.396,37.991,0.117,1.921,0.521,0.888
L2_LC14.bmp,13.396,38.002,0.117,1.921,0.521,0.888
L2_LC15.bmp,10.427,26.145,0.192,2.046,0.489,0.902
L2_LC15.bmp,10.427,26.156,0.192,2.046,0.489,0.902
L2_LC17.bmp,3.40E-04,0.052,1,1,1,1
L2_LC17.bmp,25.587,58.088,0.095,1.348,0.742,0.803
L2_LC18.bmp,3.40E-04,0.052,1,1,1,1
L2_LC18.bmp,18.46,46.177,0.109,1.459,0.686,0.813
L2_LC2.bmp,6.80E-04,0.089,1,2,0.5,1
L2_LC2.bmp,8.749,23.074,0.206,1.612,0.62,0.853
L2_LC4.bmp,765.236,110.608,0.786,1,1,1
L2_LC4.bmp,765.236,110.608,0.786,1,1,1
L2_LC5.bmp,0.007,0.452,0.419,5.452,0.183,0.909
L2_LC5.bmp,3.40E-04,0.052,1,1,1,1
L2_LC7.bmp,31.137,71.099,0.077,1.443,0.693,0.701
L2_LC7.bmp,31.137,71.089,0.077,1.443,0.693,0.701
L2_LD1.bmp,16.088,36.932,0.148,1.508,0.663,0.834
L2_LD1.bmp,16.088,36.932,0.148,1.508,0.663,0.834
L2_LD10.bmp,3.40E-04,0.052,1,1,1,1
L2_LD10.bmp,3.40E-04,0.052,1,1,1,1
L2_LD12.bmp,6.80E-04,0.089,1,2,0.5,1
L2_LD12.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_LD13.bmp,18.536,52.32,0.085,1.352,0.739,0.773
L2_LD13.bmp,18.536,52.32,0.085,1.352,0.739,0.773
L2_LD18.bmp,15.424,43.095,0.104,1.411,0.709,0.784
L2_LD18.bmp,16.172,36.657,0.151,1.4,0.715,0.81
L2_LD3.bmp,13.49,30.789,0.179,1.604,0.623,0.875
L2_LD3.bmp,13.49,30.789,0.179,1.604,0.623,0.875
L2_LD4.bmp,10.284,36.529,0.097,1.401,0.714,0.809
L2_LD4.bmp,10.284,36.519,0.097,1.401,0.714,0.809
L2_LD7.bmp,0.003,0.384,0.29,10,0.1,1
L2_LD7.bmp,3.40E-04,0.052,1,1,1,1
L2_LD9.bmp,13.801,33.106,0.158,1.478,0.676,0.801
L2_LD9.bmp,13.223,44.073,0.086,1.49,0.671,0.778
L2_LE1.bmp,31.192,74.835,0.07,1.481,0.675,0.682
L2_LE1.bmp,31.192,74.846,0.07,1.481,0.675,0.682
L2_LE11.bmp,0.002,0.183,0.769,2.023,0.494,0.706
L2_LE11.bmp,13.49,29.947,0.189,1.63,0.614,0.852
L2_LE13.bmp,12.102,39.421,0.098,1.522,0.657,0.816
L2_LE13.bmp,12.824,27.571,0.212,1.507,0.663,0.851
L2_LE14.bmp,16.025,35.572,0.159,1.389,0.72,0.797
L2_LE14.bmp,16.025,35.572,0.159,1.389,0.72,0.797
L2_LE15.bmp,9.493,34.129,0.102,1.335,0.749,0.803
L2_LE15.bmp,9.493,34.129,0.102,1.335,0.749,0.803
L2_LE18.bmp,0.004,0.436,0.269,7.744,0.129,0.706
L2_LE18.bmp,3.40E-04,0.052,1,1,1,1
L2_LE3.bmp,18.632,48.969,0.098,1.302,0.768,0.769
L2_LE3.bmp,18.632,48.969,0.098,1.302,0.768,0.769
L2_LE7.bmp,0.001,0.115,0.967,3,0.333,1
L2_LE7.bmp,6.80E-04,0.089,1,2,0.5,1
L2_LE8.bmp,21.779,39.949,0.171,1.18,0.847,0.819
L2_LE8.bmp,20.953,49.419,0.108,1.18,0.848,0.797
L2_LF1.bmp,8.956,38.065,0.078,1.595,0.627,0.692
L2_LF1.bmp,8.956,38.065,0.078,1.595,0.627,0.692
L2_LF10.bmp,12.002,31.236,0.155,1.874,0.534,0.722
L2_LF10.bmp,0.002,0.156,0.873,2.188,0.457,0.714
L2_LF11.bmp,10.747,35.198,0.109,1.556,0.643,0.818
L2_LF11.bmp,11.354,27.763,0.185,1.556,0.643,0.841
L2_LF17.bmp,6.716,29.115,0.1,1.506,0.664,0.749
L2_LF17.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_LF18.bmp,13.15,41.205,0.097,1.463,0.683,0.814
L2_LF18.bmp,6.80E-04,0.089,1,2,0.5,1
L2_LF3.bmp,9.166,38.718,0.077,1.502,0.666,0.663
L2_LF3.bmp,9.844,31.853,0.122,1.485,0.673,0.693
L2_LF5.bmp,0.001,0.141,0.857,2,0.5,0.8
L2_LF5.bmp,3.40E-04,0.052,1,1,1,1
L2_LF6.bmp,19.291,48.688,0.102,1.281,0.781,0.769
L2_LF6.bmp,19.291,48.688,0.102,1.281,0.781,0.769
L2_LF8.bmp,9.922,25.688,0.189,1.792,0.558,0.837
L2_LF8.bmp,9.288,32.348,0.112,1.825,0.548,0.797
L2_LG11.bmp,3.40E-04,0.052,1,1,1,1
L2_LG11.bmp,3.40E-04,0.052,1,1,1,1
L2_LG12.bmp,3.40E-04,0.052,1,1,1,1
L2_LG12.bmp,13.495,40.33,0.104,1.546,0.647,0.767
L2_LG15.bmp,12.949,45.474,0.079,1.195,0.837,0.733
L2_LG15.bmp,13.776,35.009,0.141,1.2,0.833,0.766
L2_LG18.bmp,8.202,23.711,0.183,1.546,0.647,0.836
L2_LG18.bmp,7.697,29.439,0.112,1.56,0.641,0.799
L2_LG2.bmp,12.835,35.847,0.126,1.738,0.575,0.714
L2_LG2.bmp,3.40E-04,0.052,1,1,1,1
L2_LG3.bmp,3.40E-04,0.052,1,1,1,1
L2_LG3.bmp,12.686,41.818,0.091,1.526,0.655,0.757
L2_LG8.bmp,11.907,29.512,0.172,1.599,0.626,0.794
L2_LG8.bmp,3.40E-04,0.052,1,1,1,1
L2_LH1.bmp,6.034,28.512,0.093,2.067,0.484,0.803
