DATA_NAME	PC1	PC2	PC3	PC4	PC5	PC6
L1_LF5_1	2.664981e-01	1.072781e-02	4.418695e-02	-1.653027e-02	6.376455e-03	-2.177708e-02
L1_LF6_1	-1.547694e-02	-6.859849e-02	2.168023e-02	-4.672503e-02	-8.335984e-03	-6.786862e-03
L1_LF8_1	-4.723506e-03	-6.868327e-02	6.694347e-02	-3.655877e-02	-4.153699e-03	-2.435500e-02
L1_LG11_1	3.772409e-03	-2.649943e-02	6.969885e-02	-4.477427e-02	-6.734235e-03	-1.010413e-02
L1_LG12_1	-9.240791e-03	-5.838625e-02	4.984819e-02	-2.927538e-02	-2.674365e-04	-2.649088e-02
L1_LG15_1	-2.747410e-02	-6.566551e-02	4.415271e-02	-5.189481e-02	-1.020597e-02	-1.168438e-02
L1_LG18_1	6.732533e-02	-9.326858e-02	-1.867512e-02	-7.068492e-03	-8.257150e-03	3.128302e-02
L1_LG2_1	1.979495e-01	-6.186203e-02	-3.227407e-02	-2.606286e-02	2.349808e-02	-1.265383e-02
L1_LG3_1	8.495833e-03	-7.280804e-02	6.018434e-02	-5.066667e-02	-5.998703e-03	-2.213153e-02
L1_LG8_1	1.199063e-02	1.605409e-01	-4.303106e-02	-2.638217e-02	1.575514e-02	-1.808839e-02
L1_LH1_1	1.312813e-01	6.280112e-02	-2.975891e-02	6.761952e-03	-9.988373e-03	7.813071e-03
L1_LH14_1	1.055452e-02	1.607747e-01	5.004669e-02	-2.629206e-02	4.570733e-02	4.029927e-02
L1_LH17_1	-1.683085e-02	-9.987428e-02	9.186479e-02	-6.083032e-02	-1.740678e-02	-2.085125e-02
L1_LH3_1	-6.270891e-02	2.286829e-01	-1.702949e-02	-3.603986e-02	4.043271e-02	1.906478e-02
L1_LH6_1	7.923800e-02	-1.125654e-02	4.948492e-02	-1.347902e-02	6.145306e-03	-1.505747e-02
L1_LH9_1	1.237133e-02	-8.193873e-02	8.997445e-02	-5.786739e-02	1.562369e-02	-2.993398e-02
L1_LI13_1	-3.598592e-02	8.738215e-02	2.266699e-02	-3.384456e-02	-8.126694e-03	-4.462240e-03
L1_LI14_1	5.008704e-03	-7.325267e-02	6.630244e-02	-1.663275e-02	1.519391e-02	-6.636921e-03
L1_LI16_1	5.414091e-02	-1.929575e-01	2.467322e-02	-4.179034e-02	-7.235537e-02	-4.893969e-02
L1_LI18_1	-7.203041e-02	-2.467871e-02	-1.706160e-01	2.165797e-02	-6.104629e-02	-4.395825e-02
L1_LI19_1	-6.057641e-02	-9.300666e-04	-3.948831e-02	-2.906665e-02	3.414639e-02	-3.378544e-02
L1_LI5_1	1.600733e-02	-4.236171e-02	7.526230e-02	-2.172742e-02	-1.094371e-02	-2.009987e-02
L1_LJ1_1	4.691207e-02	1.592690e-01	3.422720e-02	-6.032081e-02	-3.987853e-03	2.242557e-02
L1_LJ10_1	2.985254e-02	-6.807218e-03	6.895188e-02	-3.281699e-03	1.243124e-02	-1.967737e-02
L1_LJ12a_1	-4.049274e-02	-1.390975e-02	-2.815898e-04	-6.312752e-02	-1.611828e-04	-1.850454e-02
L1_LJ12b_1	9.265527e-02	-6.683160e-02	4.993163e-02	-1.823433e-02	-6.854586e-05	-2.367545e-02
L1_LJ14_1	3.380490e-01	6.971530e-02	-1.872171e-02	3.840134e-02	1.205964e-02	6.104530e-03
L1_LJ15_1	1.137794e-02	1.632130e-01	4.379847e-02	-7.731337e-02	-2.728059e-02	-7.349492e-03
L1_LJ18_1	3.226043e-02	-9.446063e-02	4.656473e-02	-1.878071e-02	-1.631524e-02	-2.442167e-02
L1_LJ5_1	1.075770e-01	1.864113e-01	3.921358e-02	-4.866641e-02	-6.023034e-03	5.916385e-03
L1_LJ7_1	2.783757e-02	7.527166e-02	8.576346e-02	9.774807e-04	2.933018e-02	-2.111037e-03
L1_LJ9_1	-7.018162e-05	-7.427494e-02	7.342815e-02	-2.908621e-02	2.307978e-02	-3.261878e-02
L1_LK15_1	2.014445e-02	-7.317807e-02	2.675617e-02	-7.087208e-02	-1.453323e-02	-1.611030e-02
L1_LK17_1	3.286093e-02	-7.860352e-02	6.705265e-02	-3.818470e-02	1.158525e-02	-3.304807e-02
L1_LK18_1	-1.876061e-02	-1.537291e-01	1.009221e-01	-1.572646e-02	-7.773838e-02	-3.984343e-02
L1_LK2_1	2.948426e-02	-4.717932e-02	5.911868e-02	-2.888628e-02	-1.405734e-02	4.677613e-04
L1_LK3_1	2.726067e-02	-6.969655e-02	6.989609e-02	-1.799647e-02	3.724828e-03	-1.460455e-02
L1_LK4_1	5.412418e-02	8.291319e-02	6.964191e-02	-5.916616e-02	2.505833e-02	9.702504e-03
L1_LK5_1	-2.154344e-02	2.396102e-01	4.349597e-02	-9.256689e-02	1.012105e-02	-1.280883e-02
L1_LK9_1	4.520964e-02	-4.629857e-02	8.885746e-02	-3.685149e-02	3.887365e-03	-9.650432e-03
L1_RA10_1	-2.741689e-02	1.874517e-01	3.777559e-02	-3.497811e-02	-1.859296e-02	1.971632e-03
L1_RA11_1	3.927339e-01	-2.588512e-02	-3.999052e-02	9.674567e-04	5.702018e-02	-4.658185e-03
L1_RA12_1	-1.309378e-01	7.661712e-02	-1.088750e-01	-4.237509e-02	1.365551e-02	-3.019640e-02
L1_RA13_1	-7.664672e-02	4.597181e-02	-1.352668e-01	4.509251e-03	2.801311e-02	-4.585651e-02
L1_RA14_1	2.835956e-02	-9.180413e-02	2.356158e-02	-3.726736e-02	-1.261913e-02	-1.395076e-02
L1_RA17_1	2.707249e-02	5.428127e-02	8.382259e-02	-4.262191e-03	1.206742e-02	5.431285e-03
L1_RA3_1	4.606966e-02	9.254960e-02	9.722575e-02	3.875270e-02	4.500774e-02	2.649445e-02
L1_RA5_1	2.248663e-01	1.436910e-01	1.942514e-02	2.206417e-02	3.699447e-02	2.933716e-02
L1_ra6_1	2.123535e-02	-2.026781e-02	4.292764e-02	-2.327978e-02	-1.382205e-02	-7.956485e-03
L1_RA8_1	1.263516e-03	2.590435e-02	2.633443e-02	1.613987e-02	-4.177026e-05	-5.945872e-03
L1_RB10_1	1.041795e-02	-4.450829e-02	6.183558e-02	-3.838915e-02	-4.429140e-03	-9.690078e-03
L1_RB11_1	4.988986e-03	-4.745727e-02	2.063118e-02	-2.697261e-02	-2.846968e-04	-2.776103e-02
L1_RB12_1	6.371224e-02	1.500177e-01	-8.123192e-02	-2.663843e-02	-2.377014e-02	-1.446911e-02
L1_RB14_1	7.495730e-02	1.035514e-01	6.538771e-02	-1.371945e-02	3.194994e-02	1.289704e-02
L1_RB15_1	1.200543e-02	-1.143557e-02	4.353465e-03	-2.904570e-02	2.205198e-02	-1.612686e-02
L1_RB16_1	1.992067e-02	-3.156669e-02	5.521198e-02	4.553245e-03	1.371630e-02	-1.890050e-02
L1_RB18_1	-4.690402e-02	3.006758e-02	1.086112e-02	2.610351e-03	4.612272e-02	4.661043e-02
L1_RB2_1	7.991774e-02	-3.069563e-02	-3.030148e-02	-2.328217e-02	9.640561e-03	4.697867e-03
L1_RB3_1	4.918662e-02	-8.164126e-03	4.212688e-02	4.824266e-03	1.681540e-02	-2.515278e-04
L1_RB5_1	7.913222e-02	1.512402e-01	-3.061083e-02	-5.810100e-02	-8.007812e-03	-1.574913e-02
L1_RC1_1	-5.240265e-02	5.363327e-03	-7.598119e-03	-3.884573e-02	-1.200708e-04	6.831700e-03
L1_RC10_1	-1.659445e-02	1.816631e-02	4.294347e-02	-1.964405e-02	-2.428146e-02	6.894768e-03
L1_RC11_1	3.083101e-01	2.065103e-01	-5.461448e-02	7.971514e-03	1.379731e-01	3.334338e-02
L1_RC13_1	-3.113395e-02	8.980196e-02	2.625926e-03	-1.112518e-02	2.399507e-04	-8.316550e-04
L1_RC16_1	1.340795e-02	2.606692e-02	-1.888065e-04	1.678616e-02	-1.293041e-02	-7.841388e-03
L1_RC3_1	-4.950029e-02	-3.991113e-02	5.639516e-03	-4.812899e-02	2.412621e-02	-2.244355e-02
L1_RC6_1	6.614493e-02	1.805023e-01	1.037543e-02	-2.834660e-02	3.180366e-02	7.867029e-03
L1_RC8_1	4.094443e-02	1.822524e-01	9.313182e-02	3.357307e-02	-1.325947e-03	2.660497e-02
L1_RC9_1	-1.333671e-01	4.279391e-01	-3.831947e-02	-8.864851e-02	6.491242e-03	8.012895e-03
L1_RD11_1	-3.123493e-02	9.132877e-02	2.816615e-02	-1.585360e-02	9.624628e-03	-1.133237e-02
L1_RD14_1	1.778265e-02	-6.738278e-02	5.278441e-02	-4.421335e-02	3.536408e-03	-1.858783e-02
L1_RD15_1	1.835560e-01	9.201502e-02	5.885368e-02	-3.592158e-04	3.157233e-02	2.170517e-02
L1_RD16_1	2.518380e-02	2.075949e-01	7.286850e-03	-4.284286e-02	6.557495e-03	4.462592e-02
L1_RD17_1	1.291526e-01	1.257573e-01	-1.507840e-02	-6.272916e-03	2.594326e-02	4.915428e-03
L1_RD2_1	9.338914e-03	-8.661296e-02	4.651466e-02	-5.449983e-02	-6.917007e-03	-2.583516e-02
L1_RD5_1	-4.801941e-02	1.178842e-01	-9.546670e-02	-2.506556e-02	9.072182e-02	-8.572818e-03
L1_RD6_1	-1.287729e-02	-1.653402e-03	6.438261e-02	2.885926e-02	-1.282036e-02	2.386187e-02
L1_RD8_1	2.735366e-02	-3.661275e-02	6.347502e-02	6.988068e-03	1.543663e-02	-1.859028e-02
L1_RE12_1	-1.488891e-03	-1.482522e-01	1.064700e-01	-5.630939e-02	-2.375946e-02	-3.754782e-02
L1_RE16_1	-9.700572e-02	4.077095e-02	-1.320870e-01	-1.887936e-02	1.157107e-02	-4.175566e-02
L1_RE17_1	2.409144e-01	-5.442965e-02	9.584279e-02	-5.790680e-02	6.761206e-02	2.422358e-02
L1_RE2_1	1.201950e-02	-1.109236e-01	7.566593e-02	-5.574675e-02	-1.042852e-02	-2.421836e-02
L1_RE4_1	-3.665488e-02	2.730170e-01	-6.835109e-02	-2.230770e-02	3.870332e-02	-2.960256e-02
L1_RE5_1	-7.954278e-03	-6.703535e-02	1.176995e-01	-5.369249e-02	2.588975e-02	-6.987162e-03
L1_RE6_1	-7.839498e-03	1.993522e-01	3.951998e-02	-8.709908e-02	3.541721e-02	2.165431e-03
L1_RE9_1	1.853562e-02	9.529066e-02	1.466892e-01	-4.826542e-02	2.964681e-02	2.806688e-02
L1_RF12_1	2.291521e-02	-6.841099e-02	3.094448e-02	-3.112660e-02	-3.277397e-03	-2.540693e-02
L1_RF13_1	-1.163850e-02	-1.223307e-01	9.730169e-02	-5.331466e-02	-3.718383e-03	-3.580725e-02
L1_RF14_1	2.430604e-02	-4.631509e-02	9.059338e-02	-3.822808e-02	-1.763357e-02	-7.823289e-03
L1_RF15_1	2.755178e-02	-2.451930e-02	8.025358e-02	-1.303167e-03	1.842441e-02	-1.817496e-02
L1_RF16_1	1.069376e-01	6.660856e-02	4.909878e-02	-4.915775e-03	-1.490136e-02	1.681041e-02
L1_RF2_1	5.081338e-01	1.465060e-01	-6.105631e-02	2.475204e-02	9.063060e-03	-6.103986e-03
L1_RF4_1	2.241667e-01	-8.680501e-02	7.789278e-02	1.527498e-02	-4.151833e-03	-1.436485e-02
L1_RF7_1	-6.496501e-03	-7.220429e-02	5.227405e-02	-4.361615e-02	-1.793845e-02	-1.577438e-02
L1_RF9_1	1.284687e-01	9.442757e-02	5.698679e-02	-2.928591e-02	9.477227e-03	-1.704901e-02
L1_RG1_1	1.658644e-01	9.843347e-02	3.650686e-02	-2.492846e-02	1.242503e-03	6.097591e-03
L1_RG10_1	-2.653629e-03	-8.460059e-02	7.526963e-02	-3.248190e-02	-6.200665e-03	-2.536476e-02
L1_RG13_1	7.038070e-02	1.970275e-01	2.612749e-02	-5.649982e-02	3.481297e-02	-9.345654e-03
L1_RG14_1	-4.353919e-02	1.468693e-02	6.096100e-03	-6.461945e-02	9.306670e-03	-1.576598e-02
L1_RG16_1	1.007656e-01	-3.003673e-02	1.943000e-02	1.774121e-02	6.125143e-02	-1.194152e-02
L1_RG17_1	-1.500825e-01	3.115630e-01	-9.816818e-02	-1.361269e-01	-1.564720e-02	-6.523584e-02
L1_RG4_1	-1.119526e-02	-3.143199e-02	4.226138e-02	-7.690387e-02	5.040317e-03	-3.360827e-02
L1_RG7_1	-1.697931e-02	1.359415e-01	5.451724e-02	-4.416492e-02	-1.597071e-02	1.719225e-02
L1_RG9_1	-5.093852e-02	1.740558e-01	2.105964e-02	-7.730384e-02	-1.876839e-02	-1.909097e-02
L1_RH11_1	6.416675e-02	4.675975e-02	3.547935e-02	-4.924938e-02	-3.928254e-02	1.496519e-02
L1_RH12_1	2.039194e-02	1.432066e-01	-1.405085e-02	-6.792936e-02	8.105438e-03	-1.072482e-02
L1_RH13_1	1.363574e-02	-5.297505e-02	4.430820e-02	-3.043056e-02	-3.080224e-03	-2.957317e-03
L1_RH15_1	5.317135e-02	6.467082e-03	4.072770e-02	8.609825e-03	2.221507e-02	1.331163e-02
L1_RH16_1	-3.770548e-03	1.973231e-01	7.477680e-03	-4.465299e-02	-6.817554e-03	3.617820e-02
L1_RH18_1	2.197498e-05	-9.321505e-02	8.207550e-02	-3.318250e-02	-1.508956e-02	-7.344904e-03
L1_RH2_1	4.356543e-01	1.540574e-01	-1.311066e-01	8.428146e-02	4.894281e-02	1.783310e-02
L1_RH4_1	7.788093e-03	-6.986237e-02	4.079117e-02	-4.732817e-02	-1.221542e-02	-2.062126e-02
L1_RH5_1	2.919015e-02	2.313253e-01	-1.103773e-01	-3.182064e-02	1.138427e-03	1.666720e-02
L1_RH7_1	4.494391e-03	-9.537996e-02	5.856728e-02	-6.073513e-02	-5.749956e-03	-1.424884e-02
L1_RH8_1	2.873129e-02	-7.864556e-02	2.049035e-02	-4.228426e-02	-2.484284e-02	-9.063511e-03
L1_RI1_1	4.030215e-03	-6.925649e-02	3.650550e-02	-3.865056e-02	-5.296768e-03	-9.518128e-03
L1_RI10_1	1.148957e-02	-8.721804e-02	7.799769e-02	-4.839512e-02	-5.393997e-03	-3.755497e-02
L1_RI11_1	6.854761e-03	-6.065627e-02	7.219291e-02	-9.239505e-03	9.864219e-03	-1.108053e-02
L1_RI12_1	1.930924e-01	4.246667e-02	5.014871e-02	-2.138612e-02	-6.246542e-03	-7.300711e-03
L1_RI15_1	1.736193e-02	1.277787e-01	9.263278e-03	-5.697689e-02	1.331348e-02	1.544538e-02
L1_RI17_1	1.669856e-01	4.273720e-02	2.315324e-02	-2.248176e-02	-3.916810e-03	-3.588324e-02
L1_RI2_1	-2.009309e-02	7.901072e-02	6.940635e-02	-6.864534e-02	-3.406364e-03	1.882874e-02
L1_RI3_1	1.106042e-01	1.646281e-01	1.323429e-02	-3.365239e-02	-1.395481e-02	8.910049e-04
L1_RI7_1	3.727086e-02	1.540345e-01	-1.493575e-02	-8.212607e-02	1.796167e-02	-4.535765e-03
L1_RJ10_1	4.014515e-02	-8.548254e-02	6.884256e-02	-4.579675e-02	-1.284549e-02	-1.286915e-02
L1_RJ13_1	-7.682428e-03	-1.067567e-01	9.482644e-02	-6.110206e-02	-2.078109e-02	-2.348338e-02
L1_RJ3_1	6.453424e-02	-9.607959e-02	6.935360e-02	1.902954e-02	-2.835118e-02	-3.496992e-02
L1_RJ4_1	6.112011e-03	-3.643931e-02	5.284957e-02	-3.399027e-02	4.730000e-03	-1.154393e-02
L1_RJ6_1	-2.297920e-02	3.208960e-02	3.700638e-02	1.594011e-02	2.478201e-02	6.570267e-03
L1_RJ8_1	-2.214005e-04	-5.148742e-02	6.163542e-02	-5.857304e-04	1.314624e-02	-7.807177e-04
L1_RK1_1	1.688069e-01	1.032301e-01	3.417947e-02	-3.452353e-02	3.382448e-02	-4.838546e-03
L1_RK10_1	3.424003e-01	-1.426047e-01	-2.144116e-02	4.208775e-02	5.067094e-02	3.239237e-02
L1_RK11_1	1.703706e-02	-3.251997e-02	6.016296e-02	2.255658e-02	6.683825e-03	-2.406087e-03
L1_RK12_1	-3.745309e-02	7.599830e-02	2.790183e-02	-5.833965e-02	7.767118e-03	-1.813938e-02
L1_RK13_1	5.614329e-03	-4.162996e-02	8.270577e-02	-4.768688e-02	2.387074e-02	4.518496e-03
L1_RK14_1	1.069404e-01	1.022000e-01	-2.602318e-02	-1.198902e-02	4.314527e-02	-5.514599e-03
L1_RK16_1	6.715645e-03	-1.415649e-02	6.903257e-02	-1.526300e-02	2.210686e-02	-2.832650e-03
L1_RK18_1	-4.721509e-03	-1.655602e-02	1.376484e-02	-3.245022e-02	4.825510e-02	2.894893e-02
L1_RK6_1	-1.349541e-02	-3.822882e-02	5.132647e-02	-3.135851e-02	-5.231445e-03	-8.124204e-03
L1_RK7_1	7.180593e-02	-8.172085e-02	5.267389e-02	-5.608841e-02	7.692899e-03	-1.587075e-02
L2_EA1_1	6.014813e-01	1.615965e-02	-2.865598e-01	3.240010e-02	4.562176e-02	3.346026e-02
L2_EA10_1	5.241837e-02	9.773968e-02	5.330844e-02	7.882500e-02	-1.840009e-03	-7.291515e-03
L2_EA11_1	-1.554491e-01	1.238812e-01	-7.964376e-02	-3.317121e-02	4.118633e-02	-4.816272e-02
L2_EA12_1	4.348542e-02	8.991469e-02	-6.110556e-02	8.018997e-03	-6.244975e-03	1.951884e-03
L2_EA13_1	3.439259e-02	1.307798e-01	3.169651e-02	1.004238e-02	1.524885e-02	2.703432e-02
L2_EA14_1	5.385453e-02	5.107569e-02	2.016779e-02	4.296304e-02	2.473447e-02	-1.399818e-02
L2_EA15_1	1.628935e-01	-1.472462e-01	-1.232571e-01	3.197203e-03	-1.060326e-01	2.983216e-02
L2_EA17_1	3.138311e-02	4.086431e-02	1.992760e-02	8.867818e-03	3.082502e-02	-9.521173e-03
L2_EA18_1	2.705978e-01	-5.113103e-02	-1.050824e-01	5.971255e-03	3.400943e-03	2.773121e-02
L2_EA2_1	-4.577713e-02	-1.776825e-02	-5.543399e-02	1.985199e-03	-4.791222e-02	-1.407510e-02
L2_EA3_1	9.269941e-02	3.739572e-02	-6.116677e-02	9.500837e-02	1.441695e-01	-3.074175e-03
L2_EA4_1	1.466486e-03	9.094070e-02	5.444773e-02	1.818472e-02	-6.149481e-03	4.722476e-02
L2_EA5_1	4.207825e-02	-9.299265e-02	-1.195417e-01	2.725445e-02	-6.927023e-02	-3.837011e-02
L2_EA7_1	1.723254e-02	-2.929182e-02	-6.504417e-02	1.847603e-02	4.115982e-03	-2.663660e-02
L2_EA8_1	4.780146e-02	4.622220e-02	3.380833e-02	4.696879e-02	-7.246391e-02	3.827741e-02
L2_EA9_1	2.133338e-01	6.876329e-03	-1.140314e-01	-2.167338e-02	-2.807803e-02	1.432557e-02
L2_EB1_1	2.942794e-02	-2.226138e-02	8.005561e-03	-3.506771e-02	3.631317e-02	1.083039e-02
L2_EB10_1	-8.774750e-03	1.541512e-02	-2.616426e-02	4.481765e-03	1.122395e-02	1.020774e-02
L2_EB11_1	1.194972e-01	1.321878e-02	-3.270296e-03	-6.459810e-02	-5.350054e-02	4.594268e-02
L2_EB12_1	1.062935e-03	-9.026363e-02	-1.142889e-01	-4.873212e-02	-5.521527e-03	-2.613737e-02
L2_EB13_1	5.374519e-02	7.526721e-02	1.023417e-02	3.124976e-02	4.583214e-02	-1.566682e-02
L2_EB14_1	3.070059e-02	-2.441408e-02	3.647218e-03	-7.107045e-03	5.593096e-03	-9.363531e-03
L2_EB15_1	1.618736e-02	-4.498111e-02	4.651740e-02	-1.167369e-02	4.482337e-02	1.183744e-02
L2_EB16_1	1.462345e-02	-6.657293e-02	2.765775e-02	-4.632515e-02	1.755012e-02	9.135642e-03
L2_EB17_1	1.687199e-02	1.058376e-02	-9.369457e-03	1.340112e-02	4.701292e-02	-1.788253e-02
L2_EB19_1	-3.071825e-02	-1.523715e-02	3.926304e-04	-1.346687e-03	4.108039e-02	3.458640e-03
L2_EB2_1	8.934594e-02	1.038834e-02	-2.424842e-02	-3.268099e-02	3.366178e-02	5.309500e-02
L2_EB3_1	-4.520702e-03	5.737180e-02	-1.166559e-02	-4.991693e-02	2.515221e-03	8.552553e-03
L2_EB4_1	4.440608e-02	-4.698505e-02	4.300822e-02	6.244729e-02	-5.323358e-03	-1.609451e-02
L2_EB5_1	-3.449824e-02	-2.736392e-02	-1.302826e-03	-2.354230e-02	4.195043e-02	-1.893550e-02
L2_EB6_1	9.127487e-02	-1.171039e-02	-1.183122e-01	-1.604367e-02	2.093006e-02	-5.392129e-03
L2_EB7_1	-1.401758e-02	-6.123341e-02	-3.523735e-03	-1.673500e-02	-1.115620e-02	5.960234e-03
L2_EB8_1	1.578874e-02	-2.609508e-02	2.113869e-02	-1.034509e-02	2.021157e-02	3.474927e-03
L2_EB9_1	-5.592137e-03	5.619615e-02	4.672678e-02	-4.379364e-02	4.548903e-02	1.327186e-02
L2_EC1_1	1.762374e-02	-4.728794e-02	-9.689059e-02	-2.668212e-02	-1.790859e-02	-1.566115e-02
L2_EC10_1	1.145353e-01	4.503684e-02	-5.357006e-02	-2.435868e-02	6.679295e-02	-5.543028e-02
L2_EC11_1	-9.891266e-02	-4.875299e-02	-1.027361e-01	6.424375e-02	-6.685729e-03	6.084182e-03
L2_EC12_1	-3.909123e-02	2.025670e-02	5.151264e-03	4.067960e-02	9.021898e-03	-3.230292e-02
L2_EC13_1	2.863970e-01	-5.024280e-02	-1.265266e-01	-3.366013e-02	1.583722e-03	2.248824e-02
L2_EC14_1	2.131733e-02	-6.808861e-03	-3.305714e-02	5.378008e-02	1.480027e-02	-3.227291e-02
L2_EC15_1	7.895198e-02	-2.149880e-02	-5.027965e-02	-2.499850e-02	2.151916e-02	1.317362e-03
L2_EC16_1	6.853264e-02	-4.642960e-02	1.984469e-03	-7.754814e-03	5.205003e-02	2.426398e-04
L2_EC17_1	8.156361e-02	5.824573e-02	-8.532237e-02	-4.197173e-02	-5.676460e-02	2.574773e-02
L2_EC18_1	3.589254e-01	3.665641e-02	-4.356274e-02	1.400228e-03	-3.421045e-03	1.729387e-02
L2_EC2_1	-7.482855e-02	6.201205e-02	-5.082151e-02	-4.617036e-02	3.201326e-02	8.969876e-03
L2_EC3_1	7.859540e-02	4.842763e-02	-7.923430e-02	9.781679e-03	-2.248266e-02	3.712798e-02
L2_EC4_1	-5.360561e-02	1.148133e-01	-3.817077e-02	-1.393013e-02	-9.648321e-03	-4.594302e-02
L2_EC5_1	7.049650e-02	1.706383e-02	-8.276672e-04	-6.630889e-03	-1.995054e-02	1.019565e-02
L2_EC6_1	-5.525087e-02	1.757514e-02	-1.008843e-01	4.455067e-02	9.378850e-03	-4.809892e-02
L2_EC7_1	1.803929e-02	-2.207500e-02	-5.613680e-02	8.840041e-03	-1.698987e-02	1.823698e-02
L2_EC8_1	1.016252e-02	2.892556e-02	-1.841312e-02	-1.037903e-02	2.980972e-02	-1.045381e-02
L2_EC9_1	-6.507584e-02	-1.159130e-01	-3.461069e-02	6.064116e-02	7.501902e-03	2.684395e-03
L2_ED1_1	-2.238340e-03	-5.146808e-02	1.959261e-02	-2.499472e-02	1.504242e-02	-1.886787e-02
L2_ED10_1	8.560370e-02	-6.812096e-02	-5.272526e-02	3.122892e-02	7.462423e-03	-1.602843e-02
L2_ED11_1	-5.899435e-02	-2.959328e-02	-2.829239e-02	-4.269436e-02	2.821125e-02	-1.523687e-02
L2_ED12_1	1.439819e-02	-1.387530e-01	-1.205003e-01	-5.537235e-02	-2.280032e-02	-4.709129e-02
L2_ED13_1	-1.223390e-02	2.589777e-02	7.266438e-02	-4.200028e-04	-6.479406e-02	2.765491e-02
L2_ED14_1	2.468730e-01	-3.866529e-02	-8.854166e-02	-4.171013e-02	-4.213123e-02	5.252299e-02
L2_ED15_1	1.170162e-03	1.998550e-02	1.925210e-02	2.032298e-02	2.234128e-02	-1.457506e-02
L2_ED16_1	1.010643e-01	2.267040e-02	-1.726812e-02	3.444216e-02	-6.052755e-02	-1.820039e-02
L2_ED17_1	2.151911e-02	1.491851e-01	1.088050e-01	4.865231e-02	-5.158672e-02	-8.837365e-03
L2_ED18_1	4.910130e-02	-4.083416e-02	-9.982781e-02	-5.063530e-02	7.797994e-02	1.602816e-03
L2_ED2_1	1.325604e-01	-1.161641e-01	-1.681122e-01	-2.887622e-02	-8.547616e-02	-9.356714e-03
L2_ED3_1	6.070106e-02	7.357254e-02	1.577021e-02	3.117718e-02	-6.633223e-02	2.227010e-02
L2_ED5_1	1.412835e-01	2.008075e-01	-1.274517e-02	-1.192608e-03	-5.738111e-02	6.880493e-02
L2_ED6_1	3.294034e-01	-1.133780e-01	-9.191984e-02	3.479170e-02	-6.184597e-02	-1.474688e-02
L2_ED7_1	4.625450e-02	5.146254e-02	-9.888929e-02	-9.085204e-02	-4.781250e-02	4.330463e-02
L2_ED8_1	-9.725337e-03	-1.245731e-02	5.482988e-03	-1.678957e-02	2.623466e-02	-1.009363e-02
L2_ED9_1	-2.208027e-02	-7.099395e-02	-1.305732e-01	4.781074e-02	-1.327833e-01	1.074228e-02
L2_EE1_1	1.868800e-02	5.906442e-02	1.652852e-02	-9.254310e-03	-9.120638e-03	5.708964e-03
L2_EE10_1	3.383577e-02	3.597918e-02	-1.713221e-02	-8.411223e-03	4.617988e-02	-1.213108e-02
L2_EE11_1	1.242302e-01	-3.365444e-02	-3.220964e-02	5.624823e-02	3.240113e-02	9.906967e-03
L2_EE12_1	-6.239074e-02	-3.409287e-02	3.338017e-03	-7.213397e-02	1.734249e-02	-1.829694e-02
L2_EE13_1	1.679312e-03	-1.400412e-02	1.108279e-03	1.426375e-02	3.286555e-02	-1.864305e-02
L2_EE14_1	7.662685e-02	-1.085801e-01	-1.180534e-01	-5.516036e-02	-4.684224e-02	-4.770952e-04
L2_EE15_1	3.155045e-02	2.794631e-02	-9.080990e-02	-6.979805e-02	-4.773846e-02	3.554299e-02
L2_EE16_1	-1.033988e-02	-5.489913e-03	5.269967e-02	1.344030e-01	-2.445818e-02	-4.015502e-02
L2_EE17_1	1.562113e-01	-5.155824e-02	-1.005927e-01	2.951751e-02	-1.465837e-02	2.501392e-02
L2_EE18_1	-1.512058e-02	5.949497e-02	-4.784562e-02	-5.577690e-02	-8.712045e-02	4.117025e-02
L2_EE2_1	1.604679e-02	3.357559e-02	3.404982e-03	2.069470e-02	1.925603e-02	1.078536e-02
L2_EE3_1	3.503471e-02	2.642779e-03	5.265129e-02	1.035223e-01	3.037120e-02	-1.663067e-02
L2_EE4_1	-4.011975e-02	2.245827e-01	-2.252340e-02	2.541171e-02	1.450195e-01	4.503931e-03
L2_EE5_1	3.181899e-02	3.832304e-02	-2.850440e-02	6.527184e-02	1.974161e-02	-1.326282e-02
L2_EE6_1	-5.967469e-02	1.124960e-02	-5.736646e-02	-1.333000e-02	3.393821e-02	-7.673315e-02
L2_EE7_1	-6.931093e-03	1.056322e-01	2.308519e-02	-4.841020e-03	1.516855e-02	2.545727e-02
L2_EE8_1	1.058209e-01	-1.898193e-02	1.919195e-02	1.119693e-01	-3.471183e-02	-7.228093e-02
L2_EE9_1	7.720142e-02	3.734477e-02	3.368139e-02	8.125980e-02	2.361941e-02	-3.770458e-02
L2_EF1_1	-3.847403e-03	-1.301374e-02	6.149969e-03	1.285332e-03	3.549138e-02	1.794968e-02
L2_EF10_1	-8.503695e-05	-6.788819e-02	2.956800e-02	-6.496753e-03	2.890299e-02	-1.008397e-02
L2_EF11_1	1.201661e-02	-6.947791e-02	-8.169969e-04	-7.945817e-02	2.704105e-02	6.190110e-03
L2_EF12_1	-1.012797e-02	-7.019401e-02	1.570075e-02	-1.586784e-02	1.917406e-02	-8.763826e-03
L2_EF13_1	-1.416909e-02	-4.456330e-02	-2.108002e-02	9.851565e-03	2.696118e-02	3.240222e-03
