DATA_NAME	PC1	PC2	PC3	PC4	PC5	PC6
L2_EF14_1	-1.653796e-02	-2.645361e-02	-1.555661e-02	1.307950e-02	9.875137e-03	2.854930e-02
L2_EF15_1	-5.678493e-03	-1.402475e-02	5.989197e-03	-4.774061e-02	2.991137e-03	-1.215499e-03
L2_EF16_1	3.787096e-02	-3.797526e-02	-2.350430e-02	-3.096851e-02	-1.373061e-02	-5.219823e-04
L2_EF18_1	6.786103e-02	-5.445014e-02	1.908509e-02	5.191151e-02	-5.775318e-03	6.584833e-03
L2_EF2_1	5.142291e-02	-8.805974e-02	-1.716820e-01	3.551632e-02	2.520820e-02	-2.251645e-02
L2_EF3_1	-2.659126e-02	3.572484e-02	-4.676705e-03	1.519052e-02	-1.151630e-02	-2.709556e-02
L2_EF4_1	2.721614e-02	-4.800589e-02	-6.593091e-02	3.838560e-02	-2.560637e-02	5.449779e-02
L2_EF5_1	2.720497e-02	6.484576e-02	1.946824e-02	2.643315e-02	-1.647418e-02	-5.407782e-03
L2_EF6_1	5.322253e-03	-5.254643e-02	-7.450026e-03	6.135575e-02	3.912117e-03	-5.453806e-02
L2_EF7_1	-2.232040e-02	-4.321212e-02	-3.287483e-03	-6.168541e-02	1.751564e-02	2.505135e-02
L2_EF8_1	-2.678724e-03	-7.591515e-02	2.429704e-02	-6.572980e-03	1.729508e-02	-2.522915e-02
L2_EF9_1	2.432282e-02	2.169555e-02	-3.302032e-02	-1.179998e-02	-6.538059e-02	-1.342883e-02
L2_EG1_1	4.548442e-02	1.441969e-02	-3.305986e-02	-6.377297e-03	8.634545e-03	8.832227e-03
L2_EG11_1	-6.123819e-03	-4.543582e-02	1.196302e-02	3.012720e-02	3.024561e-02	-2.443532e-03
L2_EG12_1	2.176525e-02	-6.816560e-02	-1.299694e-01	-5.281894e-02	-5.168159e-02	3.434670e-02
L2_EG14_1	1.383126e-02	6.291477e-02	-5.830707e-02	-4.381437e-02	-5.293564e-02	2.740971e-02
L2_EG15_1	-1.123972e-02	-4.160378e-02	-3.216613e-02	2.203967e-02	4.786945e-02	5.136298e-03
L2_EG16_1	9.765145e-02	-5.849238e-04	-8.210917e-02	-3.836334e-02	5.432577e-02	6.697587e-02
L2_EG17_1	-2.143091e-03	7.191528e-02	-2.888598e-02	-2.764600e-02	3.930246e-03	-2.120197e-02
L2_EG18_1	-1.200524e-02	-6.538166e-02	2.984086e-02	-3.271960e-02	3.459927e-02	1.679105e-02
L2_EG2_1	-1.665896e-02	3.062625e-02	1.069566e-02	3.778114e-03	4.969224e-02	1.421841e-02
L2_EG3_1	1.079296e-01	-4.698042e-02	-6.223839e-02	-3.158815e-02	2.781534e-02	5.137967e-02
L2_EG4_1	3.702135e-02	-8.896300e-03	-2.021905e-02	-4.157777e-02	-2.349675e-02	5.106113e-02
L2_EG5_1	3.506350e-02	5.995311e-02	-4.197588e-02	9.861058e-03	-3.057545e-03	-5.249851e-03
L2_EG7_1	6.933941e-05	-4.852527e-02	-5.091413e-03	-3.690658e-02	5.953474e-02	8.280749e-03
L2_EG8_1	-2.017184e-02	-7.427513e-02	2.481855e-02	-6.272210e-02	6.431185e-02	1.427045e-02
L2_EG9_1	-6.275295e-02	-5.441027e-02	-3.617146e-02	2.102080e-02	1.117082e-02	-2.694915e-02
L2_EH1_1	-5.122816e-03	-1.492539e-02	-5.100598e-02	3.580329e-02	-3.276451e-02	-2.917520e-02
L2_EH10_1	-1.621415e-02	-1.063480e-02	2.973642e-02	-2.244291e-02	2.998871e-02	-2.637667e-02
L2_EH12_1	6.973718e-02	5.880006e-04	3.918161e-03	-4.792198e-02	7.124162e-03	1.836753e-02
L2_EH13_1	3.938217e-02	4.309106e-02	-3.056577e-02	7.448522e-03	-5.094673e-03	4.465171e-02
L2_EH14_1	-3.758912e-02	6.928636e-03	1.392480e-02	-9.081423e-03	1.679349e-02	1.322753e-02
L2_EH15_1	-2.442397e-02	-2.975418e-02	-1.997394e-04	5.159944e-03	3.937677e-02	6.658127e-03
L2_EH16_1	-3.416273e-02	-4.319308e-02	-3.641983e-02	1.154369e-02	4.341129e-02	-2.148421e-02
L2_EH17_1	1.205599e-01	-2.772831e-02	4.209931e-02	5.914304e-04	6.734243e-02	-4.549905e-02
L2_EH18_1	-2.185522e-02	-5.424917e-02	-3.331378e-02	1.745341e-02	2.831693e-02	-6.373118e-03
L2_EH2_1	-4.607003e-02	2.443058e-02	2.366946e-02	8.488769e-03	-4.850518e-03	-2.382471e-02
L2_EH3_1	3.702748e-02	-7.505148e-02	8.746581e-03	-4.206958e-02	1.571990e-02	2.057327e-04
L2_EH4_1	4.202538e-02	-1.833357e-02	-4.243318e-02	-9.399675e-03	4.056721e-02	3.885279e-02
L2_EH7_1	-1.388451e-03	1.733269e-02	-3.002194e-02	2.031012e-02	1.942828e-02	4.874988e-04
L2_EH8_1	-2.621773e-02	-3.598649e-02	9.213096e-03	-3.956568e-02	-1.184855e-02	-1.983888e-02
L2_EH9_1	4.010516e-03	-1.272841e-01	-1.183260e-01	9.080179e-03	-5.099255e-02	2.139555e-02
L2_EI10_1	5.959767e-02	-1.418811e-02	2.056175e-02	-2.094788e-02	3.774115e-02	-1.280990e-02
L2_EI11_1	2.696849e-02	-8.823535e-03	-2.353153e-02	-3.380386e-02	-8.767807e-03	4.699441e-02
L2_EI12_1	-3.486678e-02	7.182626e-05	-9.807473e-02	-1.129553e-02	3.188647e-02	-2.505834e-03
L2_EI13_1	-1.646476e-02	-6.834058e-02	4.888765e-03	6.272229e-03	2.985716e-02	7.112002e-03
L2_EI14_1	2.019639e-02	-2.242840e-02	3.555581e-02	8.218303e-03	3.041044e-02	-1.270917e-02
L2_EI15_1	3.363653e-02	-4.191566e-02	-7.814077e-02	-7.639187e-03	-2.403291e-02	-1.400952e-02
L2_EI16_1	1.068027e-01	-9.091117e-02	-3.692235e-02	-7.981709e-02	-1.492475e-02	3.188095e-02
L2_EI17_1	-8.669612e-03	5.676358e-02	2.849028e-02	6.006046e-02	-7.101528e-03	8.571291e-03
L2_EI18_1	2.368138e-03	3.111026e-02	3.618467e-03	2.998540e-02	-1.033380e-02	-2.877703e-02
L2_EI2_1	1.728385e-02	-7.908514e-03	-1.709847e-03	5.185326e-03	-2.487539e-02	-2.060182e-02
L2_EI3_1	5.646614e-03	-2.678274e-02	-1.687154e-02	-1.859412e-03	-3.147095e-03	-9.120631e-03
L2_EI4_1	-4.375024e-02	-6.285953e-02	3.089810e-02	-3.491534e-02	2.374457e-02	2.573029e-02
L2_EI5_1	1.309308e-01	-1.001072e-02	6.394384e-02	-4.583467e-02	-1.569916e-02	2.287340e-02
L2_EI6_1	6.962781e-02	-6.771731e-02	-5.682262e-02	-3.684166e-02	-2.559826e-02	1.769233e-02
L2_EI7_1	5.618589e-03	7.831437e-03	-2.873840e-02	-1.274277e-02	-6.433238e-03	4.394100e-03
L2_EI8_1	2.381402e-02	1.679256e-02	2.305059e-02	1.385320e-02	4.897018e-02	3.021532e-02
L2_EI9_1	-6.086305e-03	8.780932e-03	-1.521311e-02	-2.160666e-02	1.215592e-02	1.362654e-02
L2_EJ1_1	-3.073865e-02	9.613680e-03	2.205572e-02	-1.058545e-02	2.789759e-02	-6.754575e-03
L2_EJ10_1	-4.478747e-03	-1.427553e-02	-6.669252e-02	5.854086e-02	8.828267e-03	-2.012293e-02
L2_EJ11_1	3.891556e-03	-8.524288e-02	-1.569093e-01	-5.076263e-02	1.113509e-02	-2.821088e-02
L2_EJ12_1	-1.109266e-02	1.442571e-02	1.216945e-02	-8.977603e-03	3.592421e-02	-1.388330e-03
L2_EJ13_1	6.021243e-03	-2.061900e-02	-2.462654e-02	3.078184e-03	3.481990e-02	-2.323495e-02
L2_EJ14_1	4.328923e-02	-1.477000e-02	-5.284697e-02	9.819056e-04	1.309883e-02	8.064781e-03
L2_EJ15_1	6.507871e-02	3.051643e-02	2.200255e-02	-2.849823e-02	-2.876026e-02	4.164275e-02
L2_EJ16_1	1.039366e-01	-6.077141e-02	-1.351271e-01	-4.179428e-02	7.681057e-05	-4.268838e-03
L2_EJ17_1	2.995891e-02	1.263778e-03	-3.286815e-02	-4.746152e-03	5.543845e-02	8.359281e-03
L2_EJ18_1	1.254155e-02	2.141610e-02	-2.166282e-02	-2.083948e-02	-1.393489e-02	2.694205e-03
L2_EJ2_1	-4.003634e-02	-3.716258e-02	4.093397e-02	-5.518744e-02	-8.676089e-03	7.796458e-03
L2_EJ3_1	1.554096e-02	-3.626645e-02	-5.395742e-02	5.048054e-02	-2.218570e-02	-4.030000e-02
L2_EJ4_1	-7.319902e-02	3.831697e-02	-1.504870e-02	-4.176539e-02	1.597809e-02	2.251571e-02
L2_EJ6_1	3.711225e-03	-3.113583e-02	9.498100e-03	-1.008515e-02	2.347542e-02	1.643696e-02
L2_EJ7_1	-4.405561e-02	2.072349e-02	1.329955e-02	2.360901e-02	-1.684690e-02	-2.888850e-04
L2_EJ8_1	-2.585925e-02	-7.193352e-03	1.254100e-02	-5.888146e-03	1.431312e-02	8.175789e-03
L2_EJ9_1	1.162460e-03	6.948198e-02	-6.628009e-02	-9.347909e-03	5.750186e-02	2.797814e-02
L2_EK1_1	4.474271e-03	-5.185706e-03	-1.440187e-02	4.478087e-02	1.762795e-02	-2.119104e-02
L2_EK10_1	-5.484808e-02	2.715199e-02	-6.482925e-02	-2.642531e-02	6.625101e-02	-4.199150e-02
L2_EK11_1	3.301483e-02	-2.330656e-02	3.853808e-02	1.073715e-02	-5.113562e-03	-4.159348e-02
L2_EK12_1	-6.576942e-02	-8.667154e-02	-6.516341e-02	-6.290363e-02	4.259027e-02	5.876723e-02
L2_EK13_1	-3.876635e-02	-2.698802e-02	-4.943223e-02	4.275622e-02	9.483560e-03	-5.026298e-02
L2_EK14_1	1.330155e-02	-2.798904e-04	-4.899289e-02	-2.401366e-02	3.178151e-02	4.765293e-02
L2_EK15_1	-1.322886e-01	-8.886052e-03	-1.348173e-01	-3.874136e-02	6.064639e-02	-2.805635e-02
L2_EK16_1	-3.154585e-02	2.460617e-02	1.143794e-02	2.051362e-02	3.766126e-02	-3.878245e-02
L2_EK17_1	1.984362e-02	-3.565247e-02	1.237689e-02	-2.894205e-02	-3.091881e-02	-1.902214e-02
L2_EK18_1	-1.534775e-02	2.538941e-02	-3.255998e-03	6.557566e-03	2.494478e-02	1.202609e-02
L2_EK2_1	-4.354486e-02	-5.628152e-02	-1.469714e-02	-1.411449e-02	9.136186e-03	3.224106e-03
L2_EK3_1	4.755468e-02	-1.946962e-02	-3.448555e-02	-1.787541e-02	6.530609e-03	-1.312261e-02
L2_EK4_1	-6.224770e-02	-1.154676e-01	7.436893e-04	6.043032e-03	9.369980e-03	2.471357e-02
L2_EK5_1	-9.126357e-03	-4.689119e-02	-4.616747e-02	-6.059923e-02	4.378682e-02	3.992905e-02
L2_EK6_1	-4.359950e-03	-8.743410e-03	1.722096e-02	-1.349516e-02	1.263592e-02	-1.020010e-02
L2_EK7_1	6.503815e-02	-1.140106e-01	-5.266226e-02	-5.104812e-02	-7.617652e-03	4.766461e-02
L2_EK9_1	-2.165276e-03	-2.045506e-03	2.312182e-02	-9.861182e-03	2.134810e-02	1.146420e-02
L2_LA1_1	-2.833992e-02	-5.921365e-02	6.243876e-02	-1.968885e-02	-1.494963e-03	-1.465428e-02
L2_LA15_1	-8.081467e-03	-3.447601e-03	6.881723e-02	-3.647630e-02	-1.287986e-02	-6.846767e-03
L2_LA16_1	-1.867998e-02	2.611614e-02	5.014388e-02	5.263549e-02	-1.656900e-02	1.829149e-02
L2_LA18_1	1.644836e-02	-5.251461e-03	5.941244e-02	4.303344e-02	2.691606e-02	-7.998862e-03
L2_LA2_1	-9.866521e-03	2.334672e-02	5.977013e-02	4.527888e-02	-7.077364e-03	9.574732e-03
L2_LA4_1	1.359616e-01	3.476509e-02	7.554391e-02	5.856621e-02	-4.119730e-03	2.105638e-03
L2_LA9_1	-7.384082e-02	-2.582209e-03	-1.324293e-01	-7.234986e-02	6.674498e-03	8.490520e-05
L2_LB1_1	2.594769e-02	3.978696e-02	3.324403e-02	1.862153e-02	-1.723716e-02	-1.138113e-02
L2_LB13_1	1.217346e-02	-6.828839e-02	1.036372e-01	-4.188468e-02	1.005651e-02	-3.108930e-02
L2_LB19_1	5.606837e-02	-3.752792e-02	-6.846926e-02	-2.304426e-02	-4.227104e-02	4.724607e-02
L2_LB4_1	5.550561e-02	7.620205e-03	9.214930e-02	3.153679e-02	-1.255905e-02	-2.794006e-02
L2_LB6_1	4.352022e-01	1.271138e-01	4.323676e-02	3.417905e-02	1.482366e-02	-4.279959e-02
L2_LB7_1	6.580728e-02	3.675752e-02	6.473032e-02	5.372808e-02	-9.378619e-03	-2.176567e-02
L2_LB8_1	-8.483185e-03	-2.634818e-02	5.901631e-02	-5.089509e-02	2.379585e-02	1.765292e-02
L2_LB9_1	-3.352186e-03	-3.668866e-02	6.860543e-02	-2.109170e-02	1.148826e-02	-1.581959e-02
L2_LC12_1	8.487711e-03	-1.007795e-02	-2.580865e-02	-3.132600e-02	2.941432e-02	3.026300e-02
L2_LC14_1	-2.514597e-02	-2.171544e-02	6.256321e-03	-1.936802e-02	1.772893e-02	-3.769595e-02
L2_LC15_1	1.787414e-03	-6.538243e-02	6.050477e-02	-2.852925e-02	1.781610e-02	-3.473483e-02
L2_LC17_1	4.476408e-01	-2.560320e-02	-2.005313e-01	-3.701784e-03	4.616712e-02	1.951321e-02
L2_LC18_1	4.944783e-02	3.230733e-02	8.939604e-02	4.211987e-02	-1.353591e-03	-2.975350e-02
L2_LC2_1	4.031145e-02	7.408738e-03	6.640418e-02	3.374142e-02	1.962201e-02	-3.878022e-02
L2_LC4_1	5.753396e-01	4.020104e-02	1.177310e-02	4.005208e-02	1.895586e-02	6.006706e-03
L2_LC5_1	1.292955e-02	1.609769e-02	4.620372e-02	3.577661e-02	1.452730e-02	-1.828225e-02
L2_LC7_1	1.927319e-01	3.860339e-01	-2.052309e-01	2.576637e-02	1.839585e-02	-8.115630e-02
L2_LD1_1	-2.836737e-06	-5.616454e-03	7.937589e-02	6.269443e-02	-4.952234e-04	-2.424011e-02
L2_LD10_1	1.662211e-01	-6.928528e-02	-2.589610e-02	-4.381569e-02	1.887368e-02	4.742727e-03
L2_LD12_1	2.136016e-02	2.993108e-02	6.270439e-02	7.020649e-02	2.693152e-03	-2.135103e-02
L2_LD13_1	3.017916e-01	-4.198203e-02	-2.833431e-02	-2.011523e-02	3.226585e-02	-1.043075e-02
L2_LD18_1	2.809706e-01	-5.448105e-02	-2.793889e-02	-9.032140e-03	3.197652e-02	2.698984e-02
L2_LD3_1	1.001393e-02	-3.532097e-02	4.287016e-02	2.316828e-02	2.688649e-02	-1.588828e-02
L2_LD4_1	-5.989526e-03	1.105275e-01	6.407242e-02	-3.670606e-02	-3.645600e-02	-4.056272e-03
L2_LD7_1	-2.270177e-02	-1.601460e-02	4.602079e-02	-3.527058e-02	1.716319e-02	2.530909e-03
L2_LD9_1	-1.435465e-02	8.925211e-02	9.467104e-02	2.497438e-02	-3.406640e-02	1.248751e-02
L2_LE1_1	1.079210e-01	3.840847e-01	3.414130e-02	2.639102e-03	-7.222843e-02	-4.000949e-03
L2_LE11_1	1.514270e-02	-8.522435e-02	1.044497e-01	-4.449955e-02	1.839862e-02	-1.511436e-02
L2_LE13_1	1.091369e-02	-2.873577e-02	3.800958e-02	4.105763e-02	2.506883e-02	-4.743523e-02
L2_LE14_1	2.186717e-01	1.047464e-01	5.143767e-04	4.681989e-04	2.900076e-03	1.841771e-02
L2_LE15_1	6.317454e-02	-3.058552e-02	4.834529e-03	5.214585e-03	2.344118e-02	-4.443570e-02
L2_LE18_1	5.701668e-02	1.538896e-01	1.116810e-01	6.767288e-02	-1.163183e-02	6.285992e-03
L2_LE3_1	1.129489e-01	6.732171e-02	7.874370e-02	-1.411508e-02	3.364368e-02	1.092706e-02
L2_LE7_1	3.068286e-01	3.654957e-01	-1.432038e-01	3.415544e-02	9.052396e-02	-4.045585e-02
L2_LE8_1	1.016155e-01	-1.403325e-03	6.880752e-02	1.014740e-01	3.056225e-02	-4.306705e-02
L2_LF1_1	2.353183e-01	-1.129999e-01	-8.474785e-03	-2.678911e-02	3.043004e-03	4.033050e-03
L2_LF10_1	2.965675e-01	-1.291953e-01	2.491745e-02	-2.058923e-02	8.518879e-03	-3.123009e-02
L2_LF11_1	-3.927527e-03	4.821211e-02	8.164541e-02	-4.098558e-02	-2.127550e-02	6.800473e-03
L2_LF17_1	2.888181e-01	-1.046588e-01	-4.488969e-02	-4.436161e-02	2.387905e-03	2.721053e-03
L2_LF18_1	-6.797786e-03	4.745930e-02	5.277924e-02	4.772508e-02	-5.980350e-05	-1.301066e-03
L2_LF3_1	2.093688e-01	-2.395188e-02	1.025164e-01	-4.892029e-02	1.127525e-02	-2.699152e-02
L2_LF5_1	2.163080e-01	1.856664e-01	3.399368e-03	-1.437162e-02	-9.002531e-03	1.947394e-02
L2_LF6_1	9.818051e-02	7.338414e-02	5.801337e-02	2.355221e-02	-3.247716e-02	-1.211800e-03
L2_LF8_1	4.800162e-02	1.569896e-02	7.920019e-02	-2.669114e-02	-2.493195e-02	1.339731e-03
L2_LG11_1	1.958051e-01	4.072211e-02	6.637193e-02	-3.886728e-02	4.530335e-03	-4.629956e-03
L2_LG12_1	2.773844e-02	3.120293e-03	1.133076e-01	6.011933e-02	-2.223050e-02	-2.619636e-03
L2_LG15_1	1.349634e-01	1.175579e-01	6.268612e-02	1.863284e-02	-2.967608e-02	-1.072720e-03
L2_LG18_1	8.762415e-02	1.303634e-03	6.941278e-02	-9.302597e-03	-1.114254e-03	-2.192788e-02
L2_LG2_1	-4.177692e-02	4.399789e-02	7.314336e-03	-1.061922e-02	-3.655991e-02	-3.977765e-02
L2_LG3_1	-2.746603e-02	2.838968e-02	6.597585e-02	-2.680992e-02	1.261430e-02	-2.174317e-02
L2_LG8_1	-1.066380e-02	8.630514e-02	8.815753e-02	-2.929793e-02	-3.254710e-02	-7.730310e-03
L2_LH1_1	-5.674261e-02	-6.036424e-02	1.086435e-02	-7.328759e-02	3.294560e-02	-6.100094e-02
L2_LH14_1	8.760550e-02	-4.014433e-02	5.675772e-02	5.092929e-02	1.593684e-02	-2.377690e-02
L2_LH17_1	3.763410e-02	9.673805e-02	6.583213e-02	5.394775e-05	-1.542031e-02	2.572320e-03
L2_LH3_1	3.228677e-02	-1.843762e-01	1.347198e-03	-4.658178e-03	-6.148588e-02	-5.244043e-02
L2_LH6_1	8.185498e-02	1.497376e-02	-2.732800e-02	2.654692e-03	-1.426454e-02	-1.793760e-02
L2_LH9_1	1.958041e-01	1.196949e-01	3.101857e-02	5.913821e-02	-1.983150e-02	1.096358e-02
L2_LI13_1	2.124550e-01	5.124013e-02	6.027327e-02	-3.799521e-02	-1.459990e-02	-8.634578e-03
L2_LI14_1	6.679778e-02	-6.455636e-02	3.417119e-02	-2.792410e-02	1.245874e-02	-2.652328e-02
L2_LI16_1	1.168083e-01	2.508708e-02	5.849344e-02	-1.366818e-02	-4.325271e-03	-4.808416e-03
L2_LI18_1	1.035603e-01	4.881552e-02	5.873523e-02	-6.580670e-03	-3.131323e-02	1.172529e-02
L2_LI5_1	3.420605e-01	2.018231e-01	-5.617905e-02	1.981794e-02	1.172939e-03	-4.453725e-02
L2_LI8_1	2.905767e-02	-6.561329e-02	5.737810e-02	-8.408991e-03	3.233864e-02	-3.091873e-02
L2_LI9_1	-1.765285e-02	-6.491425e-02	-9.728952e-03	3.768788e-02	-8.597251e-03	2.229620e-02
L2_LJ1_1	7.410707e-02	-2.371862e-02	1.593777e-02	1.486231e-02	1.884478e-02	1.529804e-02
L2_LJ10_1	2.921133e-02	-3.181275e-02	7.707356e-02	2.433144e-02	1.790885e-02	-3.225944e-02
L2_LJ12a_1	3.399089e-02	-8.105612e-02	3.438339e-02	-6.192888e-02	1.142045e-02	-2.719676e-03
L2_LJ12b_1	-5.236008e-03	-2.208161e-02	7.687917e-02	2.910299e-02	5.311106e-03	-2.306063e-02
L2_LJ14_1	8.428274e-02	-5.985412e-02	-1.561574e-02	-3.597723e-02	-1.153639e-02	-1.364630e-02
L2_LJ15_1	-4.546325e-02	2.023635e-01	6.953856e-03	-7.013594e-02	5.229221e-03	-5.643723e-03
L2_LJ18_1	9.658627e-03	7.092013e-02	5.571426e-02	2.461705e-03	-6.294307e-03	1.501164e-02
L2_LJ5_1	5.205649e-02	-5.573143e-02	5.265790e-02	5.367043e-02	1.502000e-02	-3.345193e-02
L2_LJ7_1	3.846646e-02	6.948382e-02	9.372774e-02	6.925338e-03	2.284510e-02	2.210701e-03
L2_LJ9_1	1.451071e-02	-6.100262e-02	7.823686e-02	1.065630e-01	2.931287e-03	-1.297631e-02
L2_LK15_1	2.208298e-02	3.168298e-02	9.113022e-02	2.180567e-02	-8.285918e-03	-4.513404e-03
L2_LK17_1	-1.006896e-04	-3.348870e-02	7.285596e-02	-2.669703e-02	-1.815965e-02	-5.792389e-03
L2_LK2_1	3.740422e-02	8.468461e-02	9.171088e-02	-2.008564e-02	-1.843175e-02	2.544458e-03
L2_LK3_1	5.622223e-02	7.096292e-02	5.759581e-02	-2.157791e-02	-4.554734e-02	1.722579e-03
L2_LK4_1	3.948326e-02	3.355911e-02	4.363071e-02	1.747616e-02	3.456177e-02	-3.305334e-02
L2_LK5_1	-1.969380e-02	1.360847e-01	5.493411e-02	8.826363e-03	-4.589096e-02	2.063992e-02
L2_LK8_1	5.254476e-02	7.433319e-02	1.219686e-01	4.127902e-02	-4.298433e-02	-8.640227e-03
L2_LK9_1	2.897476e-02	-5.894180e-02	-8.300181e-02	-2.279645e-02	-3.886124e-02	5.538599e-02
L2_RA10_1	2.297393e-02	-5.618401e-03	5.882704e-02	4.514870e-02	1.833554e-03	-1.887586e-02
L2_RA11_1	1.669232e-01	5.575308e-02	-1.828218e-01	-3.380935e-02	-6.515015e-03	-4.494878e-02
L2_RA12_1	4.364088e-03	-2.733984e-03	6.431492e-02	-1.671962e-02	2.081793e-03	-6.441016e-03
L2_RA13_1	2.446079e-02	2.267435e-02	6.110126e-02	1.282755e-02	-3.719965e-03	-8.655453e-03
L2_RA14_1	-1.229695e-01	1.845942e-01	-6.892448e-02	-8.219691e-02	1.555049e-03	-5.882068e-02
L2_RA17_1	1.223458e-01	2.913438e-02	-2.831635e-02	-2.041913e-02	-3.445515e-02	-1.196321e-02
L2_RA3_1	-2.296577e-03	-6.272128e-02	7.573167e-02	-3.705099e-02	-2.825693e-03	-3.352506e-02
L2_RA5_1	8.714307e-02	-6.088560e-02	-9.720764e-03	7.506617e-03	6.620262e-03	-4.713946e-03
L2_RA6_1	6.019570e-02	1.878564e-01	-4.018546e-02	-8.413383e-02	-1.531911e-02	-7.315045e-03
L2_RA8_1	1.938826e-02	-1.424838e-03	1.682040e-02	3.718587e-03	-1.380061e-02	-1.910071e-02
L2_RB10_1	2.244724e-02	1.169841e-01	1.678289e-02	-3.315876e-02	-1.949194e-02	-1.515727e-02
L2_RB11_1	1.998466e-01	-4.764624e-02	-2.085029e-02	-2.751902e-02	3.656003e-02	-9.519126e-03
L2_RB12_1	4.097543e-02	7.133903e-02	7.287728e-02	5.056549e-02	-7.689660e-03	-1.884995e-02
L2_RB14_1	2.293844e-01	3.208822e-02	-1.039123e-01	-5.511371e-02	-1.047624e-02	2.855617e-02
L2_RB15_1	5.519161e-03	3.046331e-02	7.111915e-02	1.647419e-02	-2.207486e-02	-6.950193e-03
L2_RB16_1	4.065779e-02	3.951661e-02	4.899097e-02	7.393893e-02	2.403997e-02	-4.430554e-02
L2_RB18_1	-1.080712e-02	4.079066e-02	1.274378e-01	-6.238817e-03	-3.777127e-02	9.656722e-03
L2_RB2_1	4.526957e-02	-1.266789e-02	3.479952e-02	4.755073e-02	-1.926759e-02	-1.069083e-02
L2_RB3_1	5.167437e-02	-1.987429e-02	5.804962e-02	3.675954e-02	-1.701830e-03	-8.045496e-03
L2_RB5_1	2.306589e-02	5.526832e-02	6.837144e-02	4.931446e-03	-1.900187e-02	4.480170e-03
L2_RC1_1	2.017159e-02	-8.574017e-02	3.895332e-02	-2.573531e-02	-1.852627e-02	-2.334646e-02
L2_RC10_1	8.323132e-03	4.340423e-02	4.479463e-02	5.642428e-02	1.458948e-02	-1.290087e-02
L2_RC11_1	4.419484e-02	-3.811110e-02	2.044251e-02	6.180969e-02	8.377649e-03	3.483138e-03
L2_RC13_1	6.644684e-02	1.219088e-02	1.267075e-02	-2.940503e-02	-2.718724e-02	3.087322e-03
L2_RC16_1	5.360329e-02	-8.950166e-03	1.035603e-02	7.566275e-02	2.454687e-03	-2.833044e-02
L2_RC3_2	-2.224625e-05	-3.660709e-02	3.807426e-02	1.263172e-02	-1.229689e-02	4.764439e-04
L2_RC3_3	-1.874091e-02	-9.216407e-02	4.942641e-02	-3.626109e-03	-3.393616e-02	-1.915301e-02
L2_RC3_4	-1.398472e-02	-1.423483e-01	7.069090e-02	-3.909480e-02	4.613285e-04	-2.074746e-02
L2_RC3_5	2.973934e-02	-1.572470e-01	6.455512e-02	-4.815733e-02	-6.863103e-02	2.753936e-03
L2_RC3_8	3.754806e-02	-7.136458e-02	4.785424e-02	-2.057850e-02	-4.169159e-03	-1.886533e-02
L2_RC3_9	-5.557103e-03	-8.733517e-02	3.942006e-02	-5.015391e-02	-3.109901e-02	-2.820415e-02
L2_RC3_10	4.234255e-02	-8.441747e-02	2.545597e-02	-1.678716e-02	3.058311e-03	-2.274371e-02
L2_RC6_1	1.204929e-02	1.402654e-01	6.549456e-02	-1.286491e-02	-4.607209e-02	1.880551e-02
L2_RC8_1	1.302831e-01	9.276535e-02	-3.110034e-02	2.095234e-02	7.760073e-04	5.750864e-03
L2_RC9_1	1.622120e-01	1.074899e-03	4.871098e-02	1.126140e-01	6.138674e-03	-3.680571e-02
L2_RD11_1	-5.578468e-03	-4.023485e-02	-5.014795e-02	-2.190821e-02	3.133170e-02	-8.635124e-03
L2_RD14_1	-8.201066e-02	2.959544e-01	5.546392e-02	1.015179e-02	-2.947443e-02	7.275612e-03
L2_RD15_1	-1.261455e-02	-5.359445e-02	8.681453e-03	-9.128910e-03	-4.256609e-03	-1.390945e-02
L2_RD16_1	1.505859e-01	-3.057452e-04	3.315386e-02	2.291511e-02	-2.118126e-02	6.884694e-03
L2_RD17_1	-7.081295e-03	-5.533038e-02	7.738890e-03	-5.189553e-03	4.093285e-02	-6.127436e-02
L2_RD2_1	2.451626e-01	-8.717615e-02	3.071261e-02	2.253720e-02	-2.642200e-02	2.465882e-03
L2_RD5_1	7.888919e-01	5.867000e-02	-2.320712e-01	1.745437e-01	1.554350e-02	9.977793e-03
L2_RD6_1	2.136538e-01	-6.307640e-02	-1.443981e-02	-1.980910e-02	1.342410e-03	4.011645e-03
L2_RD8_1	1.433643e-01	-2.458240e-02	3.165197e-02	-2.890907e-02	-6.183310e-03	-1.011547e-02
L2_RE12_1	-1.661339e-02	1.343934e-02	6.555534e-02	-4.174081e-02	-1.525466e-02	-2.029340e-03
L2_RE16_1	-4.565302e-02	3.058621e-01	-1.279319e-01	1.501697e-02	-4.674274e-02	-1.081045e-01
L2_RE17_1	1.246941e-01	1.289128e-01	4.128655e-02	2.254845e-02	-1.403129e-04	2.948276e-02
L2_RE2_1	8.531063e-02	8.299914e-02	-3.629315e-02	2.112974e-02	9.771059e-03	7.256205e-04
L2_RE4_1	1.586048e-01	2.300603e-02	-2.587558e-02	-5.650259e-04	5.066021e-03	1.481352e-02
L2_RE5_1	2.349013e-03	9.314522e-02	9.105520e-02	3.624511e-02	-2.125610e-02	1.336781e-02
